Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,interest_rate,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,location_name
0,100,G$/GWp,262800,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,SGP
1,2.104616376,G$/GWp,262800,h,WINDOUT,24,0,66.444,GWp,0.02,0.1,GWp,0.005,IDN
2,2.532347338,G$/GWp,262800,h,WINDOUT,24,0,10.0264,GWp,0.02,0.1,GWp,0.005,MYS
3,2.546930602,G$/GWp,262800,h,WINDOUT,24,0,0.0288,GWp,0.02,0.1,GWp,0.005,BRN
4,1.495385729,G$/GWp,262800,h,WINDOUT,24,0,10.617,GWp,0.02,0.1,GWp,0.005,KHM
5,1.422011554,G$/GWp,219000,h,WINDOUT,24,0,145.019,GWp,0.02,0.1,GWp,0.005,MMR
6,1.651085826,G$/GWp,262800,h,WINDOUT,24,0,16.7848,GWp,0.02,0.1,GWp,0.005,PHL
7,1.614201567,G$/GWp,262800,h,WINDOUT,24,0,40.792,GWp,0.02,0.1,GWp,0.005,THA
8,1.474467537,G$/GWp,262800,h,WINDOUT,24,0,20.4976,GWp,0.02,0.1,GWp,0.005,VNM
9,1.921127379,G$/GWp,262800,h,WINDOUT,24,0,12.8184,GWp,0.02,0.1,GWp,0.005,LAO
10,1.278948361,G$/GWp,219000,h,WINDOUT,24,0,2655.422,GWp,0.02,0.1,GWp,0.005,AUS
11,1.422011554,G$/GWp,219000,h,WINDOUT,24,0,611.9225,GWp,0.02,0.1,GWp,0.005,SAU
12,1.112548261,G$/GWp,219000,h,WINDOUT,24,0,981.7605,GWp,0.02,0.1,GWp,0.005,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000,GWp,0.02,0.1,GWp,0.005,ARE
14,1.468929644,G$/GWp,219000,h,WINDOUT,24,0,133.938,GWp,0.02,0.1,GWp,0.005,MAR
15,1.412306848,G$/GWp,219000,h,WINDOUT,24,0,193.4415,GWp,0.02,0.1,GWp,0.005,KEN
16,1.480256869,G$/GWp,219000,h,WINDOUT,24,0,423.808,GWp,0.02,0.1,GWp,0.005,ZAF
17,1.534097811,G$/GWp,262800,h,WINDOUT,24,0,16.3275,GWp,0.02,0.1,GWp,0.005,KOR
18,1.328822723,G$/GWp,219000,h,WINDOUT,24,0,400.876,GWp,0.02,0.1,GWp,0.005,EGY
19,1.412306848,G$/GWp,219000,h,WINDOUT,24,0,288.393,GWp,0.02,0.1,GWp,0.005,NGA
20,1.054285569,G$/GWp,262800,h,WINDOUT,24,0,1666.35,GWp,0.02,0.1,GWp,0.005,BRA
21,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,107.4255,GWp,0.02,0.1,GWp,0.005,COL
22,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,46.8265,GWp,0.02,0.1,GWp,0.005,PER
23,1.239901474,G$/GWp,262800,h,WINDOUT,24,0,91.586,GWp,0.02,0.1,GWp,0.005,CHL
24,1.477105269,G$/GWp,219000,h,WINDOUT,24,0,144.2245,GWp,0.02,0.1,GWp,0.005,FRA
25,1.471846359,G$/GWp,219000,h,WINDOUT,24,0,50.323,GWp,0.02,0.1,GWp,0.005,DEU
26,1.191193572,G$/GWp,219000,h,WINDOUT,24,0,1625.288,GWp,0.02,0.1,GWp,0.005,USA
27,1.395707941,G$/GWp,219000,h,WINDOUT,24,0,2230.338,GWp,0.02,0.1,GWp,0.005,RUS
28,1.09684,G$/GWp,219000,h,WINDOUT,24,0,1427.328,GWp,0.02,0.1,GWp,0.005,CHN
29,1.402462151,G$/GWp,219000,h,WINDOUT,24,0,228.515,GWp,0.02,0.1,GWp,0.005,TUR
30,1.280747716,G$/GWp,219000,h,WINDOUT,24,0,37.24,GWp,0.02,0.1,GWp,0.005,JPN
