Demand,Unit
61.32865272,GW
61.06324583,GW
61.76854008,GW
64.22109639,GW
67.75002512,GW
78.12792624,GW
84.80241818,GW
86.92813082,GW
88.95062967,GW
85.50034002,GW
87.64079749,GW
89.01452392,GW
88.35592162,GW
89.70998828,GW
90.27766415,GW
85.36026416,GW
82.45553313,GW
80.46252394,GW
77.73227337,GW
77.97556303,GW
74.05589637,GW
62.6384849,GW
59.57647572,GW
56.10161136,GW
53.56058607,GW
52.45963895,GW
52.35151022,GW
52.94130332,GW
52.08364585,GW
55.06455848,GW
60.08025732,GW
64.89690099,GW
68.90503661,GW
68.61996995,GW
70.00106879,GW
70.42866879,GW
70.05021822,GW
73.25476074,GW
76.38066418,GW
74.92829867,GW
73.23755844,GW
71.90069408,GW
70.22224121,GW
69.7012573,GW
66.90465501,GW
62.46400444,GW
58.85397917,GW
56.62013779,GW
54.59518147,GW
54.47476538,GW
55.56096768,GW
56.22448492,GW
57.21976078,GW
64.14245731,GW
71.55910557,GW
76.45438832,GW
79.62206877,GW
78.38350326,GW
78.32698142,GW
78.10826647,GW
77.62905958,GW
79.44758831,GW
81.89768715,GW
80.00051934,GW
77.75930556,GW
75.97272395,GW
73.95022511,GW
73.6086366,GW
70.54908488,GW
65.76930329,GW
61.40237686,GW
58.51239066,GW
56.8757148,GW
56.00085503,GW
56.38422055,GW
56.75284124,GW
55.74773549,GW
58.68932859,GW
63.83773088,GW
68.54624581,GW
71.93755614,GW
72.85173545,GW
73.60126419,GW
73.96496993,GW
73.78557453,GW
76.92130786,GW
79.69579291,GW
78.95363659,GW
77.2850136,GW
76.43718602,GW
74.58179522,GW
73.86667108,GW
70.17063431,GW
64.55285501,GW
60.59386882,GW
58.10445043,GW
57.0723125,GW
56.83393779,GW
58.16097227,GW
61.23526881,GW
65.39331018,GW
78.5506113,GW
88.53531702,GW
91.94137219,GW
94.45045034,GW
91.48919748,GW
93.54364345,GW
94.45536528,GW
93.38145034,GW
94.68882505,GW
94.38655609,GW
89.59448714,GW
85.62567105,GW
83.62528945,GW
81.13095612,GW
80.23152164,GW
75.57952855,GW
69.65210787,GW
65.82582513,GW
62.72695387,GW
61.61863433,GW
61.86683893,GW
62.68517686,GW
64.56759984,GW
68.04737914,GW
78.84550785,GW
87.29920898,GW
89.96310782,GW
92.07899058,GW
89.35856989,GW
90.07123656,GW
90.70280667,GW
90.10318369,GW
91.92416989,GW
92.09127793,GW
88.00941817,GW
84.08483657,GW
81.69371704,GW
79.54834463,GW
79.45004578,GW
75.33378142,GW
69.5218619,GW
65.76930329,GW
63.30445961,GW
61.25984353,GW
61.60634697,GW
61.73413548,GW
64.5282803,GW
67.95891018,GW
79.07651015,GW
86.3481676,GW
88.62378599,GW
90.13021587,GW
86.19580439,GW
87.02888714,GW
87.75138369,GW
86.77085266,GW
89.50110323,GW
88.84250093,GW
85.33568944,GW
82.16555152,GW
80.18974463,GW
78.43019521,GW
78.3884182,GW
74.9086389,GW
68.50938374,GW
64.98782743,GW
62.69500674,GW
61.32865272,GW
61.06324583,GW
61.76854008,GW
64.22109639,GW
67.75002512,GW
78.12792624,GW
84.80241818,GW
86.92813082,GW
88.95062967,GW
85.50034002,GW
87.64079749,GW
89.01452392,GW
88.35592162,GW
89.70998828,GW
90.27766415,GW
85.36026416,GW
82.45553313,GW
80.46252394,GW
77.73227337,GW
77.97556303,GW
74.05589637,GW
68.12356075,GW
64.57497225,GW
61.86683893,GW
60.29897227,GW
59.8517125,GW
60.39481364,GW
62.73432628,GW
66.89482512,GW
77.88709406,GW
85.23247565,GW
87.74155381,GW
88.44930553,GW
82.4579906,GW
86.05572852,GW
87.06083427,GW
86.18843197,GW
88.19372852,GW
89.95819288,GW
85.57160669,GW
82.66441819,GW
80.75496302,GW
78.71034693,GW
79.11828716,GW
76.2676205,GW
71.22980442,GW
66.83830328,GW
63.8524757,GW
61.44906881,GW
61.49821824,GW
62.01182973,GW
63.00219065,GW
63.96060444,GW
72.94511936,GW
79.70808026,GW
82.86347336,GW
84.26668945,GW
81.28577681,GW
80.56328026,GW
79.84324118,GW
78.47688716,GW
80.1577975,GW
83.46309635,GW
81.94437911,GW
79.76951704,GW
77.70032625,GW
76.4470159,GW
76.63624119,GW
73.26213315,GW
68.80919523,GW
64.62657915,GW
61.10993778,GW
59.39953778,GW
58.44603894,GW
58.63280675,GW
58.3035056,GW
56.72089411,GW
58.77779756,GW
63.57723892,GW
67.01524121,GW
69.21222052,GW
68.94435615,GW
68.94189868,GW
69.28594466,GW
70.13868718,GW
72.80750097,GW
76.22830096,GW
75.51317683,GW
74.56213545,GW
73.52262511,GW
72.5568389,GW
72.73377683,GW
68.73301362,GW
64.62166421,GW
60.50539985,GW
58.24452629,GW
