Demand,Unit
41.68561414,GW
42.94147897,GW
43.97314024,GW
44.63762758,GW
45.96985159,GW
47.34106752,GW
49.10870132,GW
50.61638898,GW
51.14602926,GW
50.52053384,GW
49.99251823,GW
48.60830499,GW
46.00721885,GW
43.78305462,GW
42.66853551,GW
40.22829105,GW
37.89202504,GW
36.57604767,GW
36.12114191,GW
36.70439608,GW
38.40379402,GW
40.99838151,GW
43.56697438,GW
46.20217846,GW
47.7017428,GW
48.94136099,GW
50.43767601,GW
51.81539059,GW
53.20772714,GW
54.85676052,GW
56.07688275,GW
57.25963772,GW
56.98182028,GW
55.88842179,GW
55.25967705,GW
53.14923926,GW
50.18585317,GW
47.36381281,GW
45.596179,GW
42.38584407,GW
39.6661575,GW
38.19258778,GW
37.80591788,GW
37.89040038,GW
38.47527921,GW
40.65720219,GW
43.8106739,GW
46.93165234,GW
48.82925922,GW
50.36456615,GW
51.57981439,GW
52.43113803,GW
53.42055805,GW
54.54969913,GW
55.72758011,GW
55.96315631,GW
54.42622471,GW
52.69758283,GW
51.88037713,GW
50.43280201,GW
47.66437554,GW
45.09578267,GW
43.31515155,GW
40.28677893,GW
37.77179995,GW
36.25436431,GW
35.58337832,GW
35.53788774,GW
35.73122269,GW
37.19341977,GW
38.91393834,GW
40.97726089,GW
42.76276599,GW
44.22008908,GW
45.29074228,GW
46.44425331,GW
47.599389,GW
48.75939869,GW
50.12898995,GW
51.14277993,GW
51.26625435,GW
50.57252307,GW
49.56523175,GW
47.72611275,GW
44.84395984,GW
42.44595662,GW
41.41592001,GW
39.45820058,GW
37.16904982,GW
36.22512037,GW
36.35671811,GW
37.53784842,GW
40.46061792,GW
45.03404546,GW
48.69766148,GW
51.51157853,GW
52.6764622,GW
53.77960867,GW
54.36611216,GW
55.17519455,GW
56.02326886,GW
57.04518215,GW
57.78277935,GW
57.90625377,GW
56.94282836,GW
55.29866897,GW
54.40997808,GW
52.07208741,GW
48.81951123,GW
46.14044125,GW
44.87157911,GW
42.06253605,GW
39.58329967,GW
38.41679133,GW
38.26569763,GW
39.43220597,GW
42.35497547,GW
46.54498244,GW
50.01526351,GW
52.03959414,GW
53.54078315,GW
54.50583322,GW
55.02897484,GW
55.67884021,GW
56.80148264,GW
57.73728877,GW
58.82581326,GW
59.7080055,GW
58.41802274,GW
56.58865173,GW
55.37827748,GW
53.0810034,GW
49.73094742,GW
46.69120215,GW
45.54581443,GW
42.64416556,GW
40.12756191,GW
38.91393834,GW
38.75309666,GW
39.7993799,GW
42.32898085,GW
46.4491273,GW
50.37431413,GW
53.32145358,GW
55.15732325,GW
56.7722387,GW
58.17432323,GW
59.89159247,GW
61.10846538,GW
61.82169262,GW
62.44068938,GW
62.82573461,GW
61.62023435,GW
59.22223114,GW
57.09554672,GW
54.22639111,GW
50.71711811,GW
46.89590974,GW
45.46945525,GW
42.54993508,GW
40.19579778,GW
38.78883925,GW
38.72222805,GW
39.7685113,GW
42.62304493,GW
46.74319138,GW
50.2069738,GW
52.34178154,GW
53.29220964,GW
54.17440188,GW
54.44734534,GW
55.51149988,GW
56.5366625,GW
57.2693857,GW
57.59756772,GW
57.59431839,GW
56.32058226,GW
54.41485207,GW
53.47904594,GW
51.38160545,GW
48.28012298,GW
45.63679559,GW
44.53202446,GW
41.90819303,GW
39.27948761,GW
37.89689903,GW
37.87740307,GW
38.9334343,GW
41.83020918,GW
45.93573366,GW
49.11519998,GW
50.97868893,GW
51.72928343,GW
52.30278962,GW
53.05013479,GW
53.72437011,GW
54.25238573,GW
54.58056774,GW
54.3644875,GW
53.88683645,GW
52.36452683,GW
50.81947191,GW
50.46529528,GW
48.78701797,GW
46.41500937,GW
44.259081,GW
43.32327487,GW
40.8034219,GW
38.13409989,GW
36.56467503,GW
36.15688451,GW
36.410332,GW
37.21291573,GW
39.39646337,GW
41.91956567,GW
43.81229856,GW
44.6457509,GW
45.1607692,GW
45.25499968,GW
45.40934271,GW
45.7472727,GW
46.56285374,GW
47.52627915,GW
48.3499835,GW
48.44421398,GW
47.47591458,GW
47.20622045,GW
46.10469865,GW
44.09011601,GW
42.18276115,GW
41.3541828,GW
39.39483871,GW
37.19991842,GW
35.63699221,GW
35.14959318,GW
35.16583982,GW
35.47777519,GW
36.86686242,GW
38.89444238,GW
40.85378647,GW
42.15026788,GW
42.83425118,GW
43.10069598,GW
43.45162328,GW
43.74893669,GW
44.55152042,GW
45.75702068,GW
46.85691782,GW
47.71149078,GW
47.49216122,GW
47.3020756,GW
46.20055379,GW
43.90003039,GW
41.78309394,GW
41.12510526,GW
39.29898357,GW
37.16904982,GW
36.05453071,GW
36.23161902,GW
37.82703851,GW
41.26807564,GW
45.94223231,GW
49.27116767,GW
51.09566469,GW
52.41489139,GW
53.10374868,GW
54.2312651,GW
55.05821878,GW
56.06551011,GW
56.59190106,GW
56.99806691,GW
57.2385171,GW
55.99077559,GW
54.54807447,GW
53.44330334,GW
51.58143906,GW
48.3548575,GW
45.58968035,GW
44.44104331,GW
41.85945313,GW
39.34122482,GW
37.98300619,GW
37.90177302,GW
38.8976917,GW
42.01867014,GW
46.45887528,GW
49.5717304,GW
51.52944983,GW
52.44738466,GW
53.21747512,GW
53.73249343,GW
54.20851981,GW
54.74303408,GW
55.48063127,GW
55.94528501,GW
55.72920478,GW
54.59356504,GW
53.21747512,GW
52.66996355,GW
51.06804541,GW
48.21838577,GW
45.48407722,GW
44.07549404,GW
41.28919626,GW
38.66211551,GW
37.34126414,GW
37.29577357,GW
38.62474825,GW
41.96830557,GW
46.74644071,GW
50.05750476,GW
52.0103502,GW
52.81455859,GW
53.04201147,GW
53.69187684,GW
54.64717894,GW
55.12807931,GW
55.6658429,GW
56.21497914,GW
56.36282351,GW
54.97211162,GW
53.32145358,GW
52.43601202,GW
50.85358984,GW
47.97956024,GW
45.0454181,GW
43.9081537,GW
41.45166261,GW
39.13651723,GW
37.77667394,GW
37.82216452,GW
39.13814189,GW
42.55643373,GW
46.90890705,GW
49.76831467,GW
51.14602926,GW
51.74065607,GW
52.52699317,GW
53.07937873,GW
53.86734049,GW
54.51395654,GW
55.10533402,GW
55.55861512,GW
56.02164419,GW
55.28892099,GW
54.19552251,GW
53.83484723,GW
52.11432866,GW
49.24354839,GW
46.41825869,GW
45.13802392,GW
42.60354897,GW
40.10644129,GW
38.74497334,GW
38.40379402,GW
39.68240414,GW
42.65391354,GW
46.85529315,GW
49.81705458,GW
51.01280686,GW
51.30687094,GW
51.49858122,GW
51.78127266,GW
52.56598509,GW
53.50828988,GW
54.69104485,GW
55.64309762,GW
56.05901145,GW
54.9639883,GW
53.32145358,GW
52.84867653,GW
51.22238844,GW
48.60505566,GW
45.78301529,GW
44.28345095,GW
41.32656352,GW
38.55326306,GW
36.89935569,GW
36.29660556,GW
36.64265887,GW
37.61095827,GW
39.77013596,GW
42.51419249,GW
44.48815855,GW
45.88211976,GW
46.92677835,GW
47.94056832,GW
48.87474979,GW
50.13711327,GW
51.34911219,GW
52.84217787,GW
53.84459521,GW
53.41568406,GW
52.4636313,GW
51.62043098,GW
50.42142937,GW
47.8528365,GW
45.45645795,GW
44.34193884,GW
41.72460606,GW
39.41595934,GW
37.90339769,GW
37.31039554,GW
37.36238477,GW
37.47611121,GW
39.01629213,GW
41.29894424,GW
43.82042188,GW
45.46783059,GW
46.46049994,GW
47.2484617,GW
47.82034323,GW
48.46695927,GW
49.10382733,GW
50.04613212,GW
51.32311757,GW
51.83163722,GW
51.20939113,GW
51.07616873,GW
49.88853977,GW
46.93977565,GW
44.41179936,GW
43.47274391,GW
41.43216664,GW
39.23237237,GW
38.27382095,GW
38.21858239,GW
39.87736375,GW
43.27615963,GW
47.78460063,GW
50.85521451,GW
51.94211434,GW
