region,group,scenario,2022,2030,2040,2050
AUS,0,high,22093970353.333332,22093970353.333332,22093970353.333332,22093970353.333332
AUS,1,high,27072139393.333332,27072139393.333332,27072139393.333332,27072139393.333332
AUS,2,high,29922768290.0,29922768290.0,29922768290.0,29922768290.0
AUS,3,high,26913857330.0,26913857330.0,26913857330.0,26913857330.0
AUS,4,high,19665074336.666668,19665074336.666668,19665074336.666668,19665074336.666668
AUS,5,high,13452936383.333332,13452936383.333332,13452936383.333332,13452936383.333332
AUS,6,high,12986819866.666668,12986819866.666668,12986819866.666668,12986819866.666668
AUS,7,high,18084144040.0,18084144040.0,18084144040.0,18084144040.0
AUS,8,high,13763683513.333332,13763683513.333332,13763683513.333332,13763683513.333332
AUS,9,high,8392287483.333334,8392287483.333334,8392287483.333334,8392287483.333334
