Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,interest_rate,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,location_name
0,100,G$/GWp,262800,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,SGP
1,2.384489431,G$/GWp,262800,h,WINDOUT,24,0,66.4448,GWp,0.02,0.1,GWp,0.005,IDN
2,2.546901035,G$/GWp,262800,h,WINDOUT,24,0,10.0264,GWp,0.02,0.1,GWp,0.005,MYS
3,2.546930602,G$/GWp,262800,h,WINDOUT,24,0,0.028,GWp,0.02,0.1,GWp,0.005,BRN
4,1.667025058,G$/GWp,262800,h,WINDOUT,24,0,10.6168,GWp,0.02,0.1,GWp,0.005,KHM
5,1.422011554,G$/GWp,219000,h,WINDOUT,24,0,153.965,GWp,0.02,0.1,GWp,0.005,MMR
6,1.764575908,G$/GWp,262800,h,WINDOUT,24,0,16.7858,GWp,0.02,0.1,GWp,0.005,PHL
7,1.813859551,G$/GWp,262800,h,WINDOUT,24,0,40.792,GWp,0.02,0.1,GWp,0.005,THA
8,1.539033804,G$/GWp,262800,h,WINDOUT,24,0,20.4448,GWp,0.02,0.1,GWp,0.005,VNM
9,1.97650945,G$/GWp,262800,h,WINDOUT,24,0,12.8176,GWp,0.02,0.1,GWp,0.005,LAO
10,1.278948361,G$/GWp,219000,h,WINDOUT,24,0,2698.71,GWp,0.02,0.1,GWp,0.005,AUS
11,1.422011554,G$/GWp,219000,h,WINDOUT,24,0,711.088,GWp,0.02,0.1,GWp,0.005,SAU
12,1.112548261,G$/GWp,219000,h,WINDOUT,24,0,1072.309,GWp,0.02,0.1,GWp,0.005,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000,GWp,0.02,0.1,GWp,0.005,ARE
14,1.468929644,G$/GWp,219000,h,WINDOUT,24,0,127.9985,GWp,0.02,0.1,GWp,0.005,MAR
15,1.412306848,G$/GWp,219000,h,WINDOUT,24,0,170.0195,GWp,0.02,0.1,GWp,0.005,KEN
16,1.480256869,G$/GWp,219000,h,WINDOUT,24,0,433.6325,GWp,0.02,0.1,GWp,0.005,ZAF
17,1.534097811,G$/GWp,262800,h,WINDOUT,24,0,24.066,GWp,0.02,0.1,GWp,0.005,KOR
18,1.328822723,G$/GWp,219000,h,WINDOUT,24,0,378.448,GWp,0.02,0.1,GWp,0.005,EGY
19,1.412306848,G$/GWp,219000,h,WINDOUT,24,0,256.5255,GWp,0.02,0.1,GWp,0.005,NGA
20,1.054285569,G$/GWp,262800,h,WINDOUT,24,0,1280.9475,GWp,0.02,0.1,GWp,0.005,BRA
21,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,85.7325,GWp,0.02,0.1,GWp,0.005,COL
22,1.415276988,G$/GWp,262800,h,WINDOUT,24,0,38.962,GWp,0.02,0.1,GWp,0.005,PER
23,1.239928337,G$/GWp,262800,h,WINDOUT,24,0,124.4845,GWp,0.02,0.1,GWp,0.005,CHL
24,1.477105269,G$/GWp,219000,h,WINDOUT,24,0,125.139,GWp,0.02,0.1,GWp,0.005,FRA
25,1.471846359,G$/GWp,219000,h,WINDOUT,24,0,41.839,GWp,0.02,0.1,GWp,0.005,DEU
26,1.191193572,G$/GWp,219000,h,WINDOUT,24,0,1363.089,GWp,0.02,0.1,GWp,0.005,USA
27,1.395706778,G$/GWp,219000,h,WINDOUT,24,0,1983.886,GWp,0.02,0.1,GWp,0.005,RUS
28,1.09684,G$/GWp,219000,h,WINDOUT,24,0,2185.82,GWp,0.02,0.1,GWp,0.005,CHN
29,1.402462151,G$/GWp,219000,h,WINDOUT,24,0,230.6955,GWp,0.02,0.1,GWp,0.005,TUR
30,1.280747716,G$/GWp,219000,h,WINDOUT,24,0,45.367,GWp,0.02,0.1,GWp,0.005,JPN
