region,scenario,2021,2030,2040,2050
MYS,high,1656.003945,898.7281387,696.6388917,494.535421
MYS,low,812.6214674,441.0180707,341.8476421,242.6751403
MYS,medium,1015.776834,551.2725884,427.3095526,303.3439253
