Type,maximum_budget,maximum_budget_unit,case_study,,,,
,0,MtCO2e,MA-KE-NG_Collab,,,,
,322.4231721,MtCO2e,MA-KE-NG_Collab,,,,
,644.8463442,MtCO2e,MA-KE-NG_Collab,,,,
,967.2695163,MtCO2e,MA-KE-NG_Collab,,,,
,1289.692688,MtCO2e,MA-KE-NG_Collab,,,,
,1612.11586,MtCO2e,MA-KE-NG_Collab,,,,
,1934.539033,MtCO2e,MA-KE-NG_Collab,,,,
,2256.962205,MtCO2e,MA-KE-NG_Collab,,,,
,2579.385377,MtCO2e,MA-KE-NG_Collab,,,,
,1916.457394,MtCO2e,MA-KE-EG-NG_Collab,,,,
,0,MtCO2e,MA-KE-EG-NG_Collab,,,,
,365.9102443,MtCO2e,MA-KE-EG-NG_Collab,,,,
,731.8204886,MtCO2e,MA-KE-EG-NG_Collab,,,,
,1097.730733,MtCO2e,MA-KE-EG-NG_Collab,,,,
,1463.640977,MtCO2e,MA-KE-EG-NG_Collab,,,,
,1829.551221,MtCO2e,MA-KE-EG-NG_Collab,,,,
,2195.461466,MtCO2e,MA-KE-EG-NG_Collab,,,,
,2561.37171,MtCO2e,MA-KE-EG-NG_Collab,,,,
,2927.281954,MtCO2e,MA-KE-EG-NG_Collab,,,,
,3293.192199,MtCO2e,MA-KE-EG-NG_Collab,,,,
,280.6216867,MtCO2e,MA-KE_Collab,,,,
,0,MtCO2e,MA-KE_Collab,,,,
,49.49618114,MtCO2e,MA-KE_Collab,,,,
,98.99236229,MtCO2e,MA-KE_Collab,,,,
,148.4885434,MtCO2e,MA-KE_Collab,,,,
,197.9847246,MtCO2e,MA-KE_Collab,,,,
,247.4809057,MtCO2e,MA-KE_Collab,,,,
,296.9770869,MtCO2e,MA-KE_Collab,,,,
,346.473268,MtCO2e,MA-KE_Collab,,,,
,395.9694492,MtCO2e,MA-KE_Collab,,,,
,445.4656303,MtCO2e,MA-KE_Collab,,,,
,1635.835707,MtCO2e,EG-NG_Collab,,,,
,0,MtCO2e,EG-NG_Collab,,,,
,316.4140631,MtCO2e,EG-NG_Collab,,,,
,632.8281263,MtCO2e,EG-NG_Collab,,,,
,949.2421894,MtCO2e,EG-NG_Collab,,,,
,1265.656253,MtCO2e,EG-NG_Collab,,,,
,1582.070316,MtCO2e,EG-NG_Collab,,,,
,1898.484379,MtCO2e,EG-NG_Collab,,,,
,2214.898442,MtCO2e,EG-NG_Collab,,,,
,2531.312505,MtCO2e,EG-NG_Collab,,,,
,2847.726568,MtCO2e,EG-NG_Collab,,,,
,807.4277084,MtCO2e,KE-EG_Collab,,,,
,0,MtCO2e,KE-EG_Collab,,,,
,94.44365947,MtCO2e,KE-EG_Collab,,,,
,188.8873189,MtCO2e,KE-EG_Collab,,,,
,283.3309784,MtCO2e,KE-EG_Collab,,,,
,377.7746379,MtCO2e,KE-EG_Collab,,,,
,472.2182974,MtCO2e,KE-EG_Collab,,,,
,566.6619568,MtCO2e,KE-EG_Collab,,,,
,661.1056163,MtCO2e,KE-EG_Collab,,,,
,755.5492758,MtCO2e,KE-EG_Collab,,,,
,849.9929353,MtCO2e,KE-EG_Collab,,,,
,1673.675684,MtCO2e,KE-EG-NG_Collab,,,,
,0,MtCO2e,KE-EG-NG_Collab,,,,
,331.5458535,MtCO2e,KE-EG-NG_Collab,,,,
,663.091707,MtCO2e,KE-EG-NG_Collab,,,,
,994.6375606,MtCO2e,KE-EG-NG_Collab,,,,
,1326.183414,MtCO2e,KE-EG-NG_Collab,,,,
,1657.729268,MtCO2e,KE-EG-NG_Collab,,,,
,1989.275121,MtCO2e,KE-EG-NG_Collab,,,,
,2320.820975,MtCO2e,KE-EG-NG_Collab,,,,
,2652.366828,MtCO2e,KE-EG-NG_Collab,,,,
,2983.912682,MtCO2e,KE-EG-NG_Collab,,,,
,1808.175903,MtCO2e,KE-NG_Collab,,,,
,904.0879517,MtCO2e,KE-NG_Collab,,,,
,0,MtCO2e,KE-NG_Collab,,,,
,283.7632325,MtCO2e,KE-NG_Collab,,,,
,567.526465,MtCO2e,KE-NG_Collab,,,,
,851.2896974,MtCO2e,KE-NG_Collab,,,,
,1135.05293,MtCO2e,KE-NG_Collab,,,,
,1418.816162,MtCO2e,KE-NG_Collab,,,,
,1702.579395,MtCO2e,KE-NG_Collab,,,,
,1986.342627,MtCO2e,KE-NG_Collab,,,,
,2270.10586,MtCO2e,KE-NG_Collab,,,,
,2002.378563,MtCO2e,BR-CL_Collab,,,,
,1001.189281,MtCO2e,BR-CL_Collab,,,,
,0,MtCO2e,BR-CL_Collab,,,,
,308.9740034,MtCO2e,BR-CL_Collab,,,,
,617.9480069,MtCO2e,BR-CL_Collab,,,,
,926.9220103,MtCO2e,BR-CL_Collab,,,,
,1235.896014,MtCO2e,BR-CL_Collab,,,,
,1544.870017,MtCO2e,BR-CL_Collab,,,,
,1853.844021,MtCO2e,BR-CL_Collab,,,,
,2162.818024,MtCO2e,BR-CL_Collab,,,,
,2471.792028,MtCO2e,BR-CL_Collab,,,,
,1955.72292,MtCO2e,BR-CO_Collab,,,,
,977.8614599,MtCO2e,BR-CO_Collab,,,,
,0,MtCO2e,BR-CO_Collab,,,,
,357.4486023,MtCO2e,BR-CO_Collab,,,,
,714.8972046,MtCO2e,BR-CO_Collab,,,,
,1072.345807,MtCO2e,BR-CO_Collab,,,,
,1429.794409,MtCO2e,BR-CO_Collab,,,,
,1787.243012,MtCO2e,BR-CO_Collab,,,,
,2144.691614,MtCO2e,BR-CO_Collab,,,,
,2502.140216,MtCO2e,BR-CO_Collab,,,,
,2859.588819,MtCO2e,BR-CO_Collab,,,,
,1858.560638,MtCO2e,BR-PE_Collab,,,,
,929.2803191,MtCO2e,BR-PE_Collab,,,,
,0,MtCO2e,BR-PE_Collab,,,,
,335.4943318,MtCO2e,BR-PE_Collab,,,,
,670.9886636,MtCO2e,BR-PE_Collab,,,,
,1006.482995,MtCO2e,BR-PE_Collab,,,,
,1341.977327,MtCO2e,BR-PE_Collab,,,,
,1677.471659,MtCO2e,BR-PE_Collab,,,,
,2012.965991,MtCO2e,BR-PE_Collab,,,,
,2348.460322,MtCO2e,BR-PE_Collab,,,,
,2683.954654,MtCO2e,BR-PE_Collab,,,,
,2215.213442,MtCO2e,BR-PE-CL_Collab,,,,
,1107.606721,MtCO2e,BR-PE-CL_Collab,,,,
,0,MtCO2e,BR-PE-CL_Collab,,,,
,344.8639119,MtCO2e,BR-PE-CL_Collab,,,,
,689.7278239,MtCO2e,BR-PE-CL_Collab,,,,
,1034.591736,MtCO2e,BR-PE-CL_Collab,,,,
,1379.455648,MtCO2e,BR-PE-CL_Collab,,,,
,1724.31956,MtCO2e,BR-PE-CL_Collab,,,,
,2069.183472,MtCO2e,BR-PE-CL_Collab,,,,
,2414.047384,MtCO2e,BR-PE-CL_Collab,,,,
,2758.911295,MtCO2e,BR-PE-CL_Collab,,,,
,2312.375724,MtCO2e,BR-CO-CL_Collab,,,,
,1156.187862,MtCO2e,BR-CO-CL_Collab,,,,
,0,MtCO2e,BR-CO-CL_Collab,,,,
,366.8181825,MtCO2e,BR-CO-CL_Collab,,,,
,733.6363649,MtCO2e,BR-CO-CL_Collab,,,,
,1100.454547,MtCO2e,BR-CO-CL_Collab,,,,
,1467.27273,MtCO2e,BR-CO-CL_Collab,,,,
,1834.090912,MtCO2e,BR-CO-CL_Collab,,,,
,2200.909095,MtCO2e,BR-CO-CL_Collab,,,,
,2567.727277,MtCO2e,BR-CO-CL_Collab,,,,
,2934.54546,MtCO2e,BR-CO-CL_Collab,,,,
,2168.5578,MtCO2e,BR-CO-PE_Collab,,,,
,1084.2789,MtCO2e,BR-CO-PE_Collab,,,,
,0,MtCO2e,BR-CO-PE_Collab,,,,
,393.3385108,MtCO2e,BR-CO-PE_Collab,,,,
,786.6770216,MtCO2e,BR-CO-PE_Collab,,,,
,1180.015532,MtCO2e,BR-CO-PE_Collab,,,,
,1573.354043,MtCO2e,BR-CO-PE_Collab,,,,
,1966.692554,MtCO2e,BR-CO-PE_Collab,,,,
,2360.031065,MtCO2e,BR-CO-PE_Collab,,,,
,2753.369576,MtCO2e,BR-CO-PE_Collab,,,,
,3146.708086,MtCO2e,BR-CO-PE_Collab,,,,
,2525.210604,MtCO2e,BR-CO-PE-CL_Collab,,,,
,1262.605302,MtCO2e,BR-CO-PE-CL_Collab,,,,
,0,MtCO2e,BR-CO-PE-CL_Collab,,,,
,402.708091,MtCO2e,BR-CO-PE-CL_Collab,,,,
,805.4161819,MtCO2e,BR-CO-PE-CL_Collab,,,,
,1208.124273,MtCO2e,BR-CO-PE-CL_Collab,,,,
,1610.832364,MtCO2e,BR-CO-PE-CL_Collab,,,,
,2013.540455,MtCO2e,BR-CO-PE-CL_Collab,,,,
,2416.248546,MtCO2e,BR-CO-PE-CL_Collab,,,,
,2818.956637,MtCO2e,BR-CO-PE-CL_Collab,,,,
,3221.664728,MtCO2e,BR-CO-PE-CL_Collab,,,,
,333.3249828,MtCO2e,CO-CL_Collab,,,,
,0,MtCO2e,CO-CL_Collab,,,,
,59.74556372,MtCO2e,CO-CL_Collab,,,,
,119.4911274,MtCO2e,CO-CL_Collab,,,,
,179.2366911,MtCO2e,CO-CL_Collab,,,,
,238.9822549,MtCO2e,CO-CL_Collab,,,,
,298.7278186,MtCO2e,CO-CL_Collab,,,,
,358.4733823,MtCO2e,CO-CL_Collab,,,,
,418.218946,MtCO2e,CO-CL_Collab,,,,
,477.9645097,MtCO2e,CO-CL_Collab,,,,
,537.7100734,MtCO2e,CO-CL_Collab,,,,
,522.8320412,MtCO2e,CO-PE_Collab,,,,
,261.4160206,MtCO2e,CO-PE_Collab,,,,
,0,MtCO2e,CO-PE_Collab,,,,
,93.73408751,MtCO2e,CO-PE_Collab,,,,
,187.468175,MtCO2e,CO-PE_Collab,,,,
,281.2022625,MtCO2e,CO-PE_Collab,,,,
,374.9363501,MtCO2e,CO-PE_Collab,,,,
,468.6704376,MtCO2e,CO-PE_Collab,,,,
,562.4045251,MtCO2e,CO-PE_Collab,,,,
,656.1386126,MtCO2e,CO-PE_Collab,,,,
,749.8727001,MtCO2e,CO-PE_Collab,,,,
,439.7424227,MtCO2e,CO-PE-CL_Collab,,,,
,0,MtCO2e,CO-PE-CL_Collab,,,,
,91.64770459,MtCO2e,CO-PE-CL_Collab,,,,
,183.2954092,MtCO2e,CO-PE-CL_Collab,,,,
,274.9431138,MtCO2e,CO-PE-CL_Collab,,,,
,366.5908184,MtCO2e,CO-PE-CL_Collab,,,,
,458.238523,MtCO2e,CO-PE-CL_Collab,,,,
,549.8862276,MtCO2e,CO-PE-CL_Collab,,,,
,641.5339322,MtCO2e,CO-PE-CL_Collab,,,,
,733.1816367,MtCO2e,CO-PE-CL_Collab,,,,
,824.8293413,MtCO2e,CO-PE-CL_Collab,,,,
,3380.270766,MtCO2e,KR-CL_Collab,,,,
,2253.513844,MtCO2e,KR-CL_Collab,,,,
,1126.756922,MtCO2e,KR-CL_Collab,,,,
,0,MtCO2e,KR-CL_Collab,,,,
,490.8923438,MtCO2e,KR-CL_Collab,,,,
,981.7846877,MtCO2e,KR-CL_Collab,,,,
,1472.677032,MtCO2e,KR-CL_Collab,,,,
,1963.569375,MtCO2e,KR-CL_Collab,,,,
,2454.461719,MtCO2e,KR-CL_Collab,,,,
,2945.354063,MtCO2e,KR-CL_Collab,,,,
,3436.246407,MtCO2e,KR-CL_Collab,,,,
,3436.036504,MtCO2e,KR-EG_Collab,,,,
,1718.018252,MtCO2e,KR-EG_Collab,,,,
,0,MtCO2e,KR-EG_Collab,,,,
,509.3870734,MtCO2e,KR-EG_Collab,,,,
,1018.774147,MtCO2e,KR-EG_Collab,,,,
,1528.16122,MtCO2e,KR-EG_Collab,,,,
,2037.548294,MtCO2e,KR-EG_Collab,,,,
,2546.935367,MtCO2e,KR-EG_Collab,,,,
,3056.322441,MtCO2e,KR-EG_Collab,,,,
,3565.709514,MtCO2e,KR-EG_Collab,,,,
,4075.096588,MtCO2e,KR-EG_Collab,,,,
,3511.716457,MtCO2e,KR-EG-KE_Collab,,,,
,1755.858228,MtCO2e,KR-EG-KE_Collab,,,,
,0,MtCO2e,KR-EG-KE_Collab,,,,
,526.4103376,MtCO2e,KR-EG-KE_Collab,,,,
,1052.820675,MtCO2e,KR-EG-KE_Collab,,,,
,1579.231013,MtCO2e,KR-EG-KE_Collab,,,,
,2105.64135,MtCO2e,KR-EG-KE_Collab,,,,
,2632.051688,MtCO2e,KR-EG-KE_Collab,,,,
,3158.462026,MtCO2e,KR-EG-KE_Collab,,,,
,3684.872363,MtCO2e,KR-EG-KE_Collab,,,,
,4211.282701,MtCO2e,KR-EG-KE_Collab,,,,
,3724.551336,MtCO2e,KR-EG-KE-PE_Collab,,,,
,1862.275668,MtCO2e,KR-EG-KE-PE_Collab,,,,
,0,MtCO2e,KR-EG-KE-PE_Collab,,,,
,562.3002461,MtCO2e,KR-EG-KE-PE_Collab,,,,
,1124.600492,MtCO2e,KR-EG-KE-PE_Collab,,,,
,1686.900738,MtCO2e,KR-EG-KE-PE_Collab,,,,
,2249.200984,MtCO2e,KR-EG-KE-PE_Collab,,,,
,2811.50123,MtCO2e,KR-EG-KE-PE_Collab,,,,
,3373.801477,MtCO2e,KR-EG-KE-PE_Collab,,,,
,3936.101723,MtCO2e,KR-EG-KE-PE_Collab,,,,
,4498.401969,MtCO2e,KR-EG-KE-PE_Collab,,,,
,3648.871384,MtCO2e,KR-EG-PE_Collab,,,,
,1824.435692,MtCO2e,KR-EG-PE_Collab,,,,
,0,MtCO2e,KR-EG-PE_Collab,,,,
,545.2769819,MtCO2e,KR-EG-PE_Collab,,,,
,1090.553964,MtCO2e,KR-EG-PE_Collab,,,,
,1635.830946,MtCO2e,KR-EG-PE_Collab,,,,
,2181.107928,MtCO2e,KR-EG-PE_Collab,,,,
,2726.38491,MtCO2e,KR-EG-PE_Collab,,,,
,3271.661892,MtCO2e,KR-EG-PE_Collab,,,,
,3816.938873,MtCO2e,KR-EG-PE_Collab,,,,
,4362.215855,MtCO2e,KR-EG-PE_Collab,,,,
,2958.811489,MtCO2e,KR-KE_Collab,,,,
,1972.540992,MtCO2e,KR-KE_Collab,,,,
,986.2704962,MtCO2e,KR-KE_Collab,,,,
,0,MtCO2e,KR-KE_Collab,,,,
,499.6394113,MtCO2e,KR-KE_Collab,,,,
,999.2788226,MtCO2e,KR-KE_Collab,,,,
,1498.918234,MtCO2e,KR-KE_Collab,,,,
,1998.557645,MtCO2e,KR-KE_Collab,,,,
,2498.197056,MtCO2e,KR-KE_Collab,,,,
,2997.836468,MtCO2e,KR-KE_Collab,,,,
,3497.475879,MtCO2e,KR-KE_Collab,,,,
,2904.75148,MtCO2e,KR-LA_Collab,,,,
,1936.500986,MtCO2e,KR-LA_Collab,,,,
,968.2504932,MtCO2e,KR-LA_Collab,,,,
,0,MtCO2e,KR-LA_Collab,,,,
,488.8341479,MtCO2e,KR-LA_Collab,,,,
,977.6682959,MtCO2e,KR-LA_Collab,,,,
,1466.502444,MtCO2e,KR-LA_Collab,,,,
,1955.336592,MtCO2e,KR-LA_Collab,,,,
,2444.17074,MtCO2e,KR-LA_Collab,,,,
,2933.004888,MtCO2e,KR-LA_Collab,,,,
,3421.839036,MtCO2e,KR-LA_Collab,,,,
,3164.543879,MtCO2e,KR-PE_Collab,,,,
,2109.695919,MtCO2e,KR-PE_Collab,,,,
,1054.84796,MtCO2e,KR-PE_Collab,,,,
,0,MtCO2e,KR-PE_Collab,,,,
,521.2012905,MtCO2e,KR-PE_Collab,,,,
,1042.402581,MtCO2e,KR-PE_Collab,,,,
,1563.603872,MtCO2e,KR-PE_Collab,,,,
,2084.805162,MtCO2e,KR-PE_Collab,,,,
,2606.006453,MtCO2e,KR-PE_Collab,,,,
,3127.207743,MtCO2e,KR-PE_Collab,,,,
,3648.409034,MtCO2e,KR-PE_Collab,,,,
,3565.293316,MtCO2e,KR-TH_Collab,,,,
,1782.646658,MtCO2e,KR-TH_Collab,,,,
,0,MtCO2e,KR-TH_Collab,,,,
,667.2058207,MtCO2e,KR-TH_Collab,,,,
,1334.411641,MtCO2e,KR-TH_Collab,,,,
,2001.617462,MtCO2e,KR-TH_Collab,,,,
,2668.823283,MtCO2e,KR-TH_Collab,,,,
,3336.029104,MtCO2e,KR-TH_Collab,,,,
,4003.234924,MtCO2e,KR-TH_Collab,,,,
,4670.440745,MtCO2e,KR-TH_Collab,,,,
,5337.646566,MtCO2e,KR-TH_Collab,,,,
,3604.933262,MtCO2e,KR-TH-LA_Collab,,,,
,1802.466631,MtCO2e,KR-TH-LA_Collab,,,,
,0,MtCO2e,KR-TH-LA_Collab,,,,
,674.7744795,MtCO2e,KR-TH-LA_Collab,,,,
,1349.548959,MtCO2e,KR-TH-LA_Collab,,,,
,2024.323438,MtCO2e,KR-TH-LA_Collab,,,,
,2699.097918,MtCO2e,KR-TH-LA_Collab,,,,
,3373.872397,MtCO2e,KR-TH-LA_Collab,,,,
,4048.646877,MtCO2e,KR-TH-LA_Collab,,,,
,4723.421356,MtCO2e,KR-TH-LA_Collab,,,,
,5398.195836,MtCO2e,KR-TH-LA_Collab,,,,
,5680.830187,MtCO2e,KR-TH-VN_Collab,,,,
,2840.415094,MtCO2e,KR-TH-VN_Collab,,,,
,0,MtCO2e,KR-TH-VN_Collab,,,,
,981.1839082,MtCO2e,KR-TH-VN_Collab,,,,
,1962.367816,MtCO2e,KR-TH-VN_Collab,,,,
,2943.551725,MtCO2e,KR-TH-VN_Collab,,,,
,3924.735633,MtCO2e,KR-TH-VN_Collab,,,,
,4905.919541,MtCO2e,KR-TH-VN_Collab,,,,
,5887.103449,MtCO2e,KR-TH-VN_Collab,,,,
,6868.287357,MtCO2e,KR-TH-VN_Collab,,,,
,7849.471266,MtCO2e,KR-TH-VN_Collab,,,,
,5720.470134,MtCO2e,KR-TH-VN-LA_Collab,,,,
,2860.235067,MtCO2e,KR-TH-VN-LA_Collab,,,,
,0,MtCO2e,KR-TH-VN-LA_Collab,,,,
,988.752567,MtCO2e,KR-TH-VN-LA_Collab,,,,
,1977.505134,MtCO2e,KR-TH-VN-LA_Collab,,,,
,2966.257701,MtCO2e,KR-TH-VN-LA_Collab,,,,
,3955.010268,MtCO2e,KR-TH-VN-LA_Collab,,,,
,4943.762835,MtCO2e,KR-TH-VN-LA_Collab,,,,
,5932.515402,MtCO2e,KR-TH-VN-LA_Collab,,,,
,6921.267969,MtCO2e,KR-TH-VN-LA_Collab,,,,
,7910.020536,MtCO2e,KR-TH-VN-LA_Collab,,,,
,284.743842,MtCO2e,PE-CL_Collab,,,,
,0,MtCO2e,PE-CL_Collab,,,,
,40.23065657,MtCO2e,PE-CL_Collab,,,,
,80.46131314,MtCO2e,PE-CL_Collab,,,,
,120.6919697,MtCO2e,PE-CL_Collab,,,,
,160.9226263,MtCO2e,PE-CL_Collab,,,,
,201.1532828,MtCO2e,PE-CL_Collab,,,,
,241.3839394,MtCO2e,PE-CL_Collab,,,,
,281.614596,MtCO2e,PE-CL_Collab,,,,
,321.8452525,MtCO2e,PE-CL_Collab,,,,
,362.0759091,MtCO2e,PE-CL_Collab,,,,
,1532.671593,MtCO2e,ZA-EG_Collab,,,,
,0,MtCO2e,ZA-EG_Collab,,,,
,191.9695155,MtCO2e,ZA-EG_Collab,,,,
,383.9390309,MtCO2e,ZA-EG_Collab,,,,
,575.9085464,MtCO2e,ZA-EG_Collab,,,,
,767.8780619,MtCO2e,ZA-EG_Collab,,,,
,959.8475773,MtCO2e,ZA-EG_Collab,,,,
,1151.817093,MtCO2e,ZA-EG_Collab,,,,
,1343.786608,MtCO2e,ZA-EG_Collab,,,,
,1535.756124,MtCO2e,ZA-EG_Collab,,,,
,1727.725639,MtCO2e,ZA-EG_Collab,,,,
,2398.919568,MtCO2e,ZA-EG-NG_Collab,,,,
,0,MtCO2e,ZA-EG-NG_Collab,,,,
,429.0717095,MtCO2e,ZA-EG-NG_Collab,,,,
,858.143419,MtCO2e,ZA-EG-NG_Collab,,,,
,1287.215129,MtCO2e,ZA-EG-NG_Collab,,,,
,1716.286838,MtCO2e,ZA-EG-NG_Collab,,,,
,2145.358548,MtCO2e,ZA-EG-NG_Collab,,,,
,2574.430257,MtCO2e,ZA-EG-NG_Collab,,,,
,3003.501967,MtCO2e,ZA-EG-NG_Collab,,,,
,3432.573676,MtCO2e,ZA-EG-NG_Collab,,,,
,3861.645386,MtCO2e,ZA-EG-NG_Collab,,,,
,800.923837,MtCO2e,ZA-KE_Collab,,,,
,0,MtCO2e,ZA-KE_Collab,,,,
,127.7894367,MtCO2e,ZA-KE_Collab,,,,
,255.5788735,MtCO2e,ZA-KE_Collab,,,,
,383.3683102,MtCO2e,ZA-KE_Collab,,,,
,511.157747,MtCO2e,ZA-KE_Collab,,,,
,638.9471837,MtCO2e,ZA-KE_Collab,,,,
,766.7366204,MtCO2e,ZA-KE_Collab,,,,
,894.5260572,MtCO2e,ZA-KE_Collab,,,,
,1022.315494,MtCO2e,ZA-KE_Collab,,,,
,1150.104931,MtCO2e,ZA-KE_Collab,,,,
,1570.511569,MtCO2e,ZA-KE-EG_Collab,,,,
,0,MtCO2e,ZA-KE-EG_Collab,,,,
,207.1013058,MtCO2e,ZA-KE-EG_Collab,,,,
,414.2026117,MtCO2e,ZA-KE-EG_Collab,,,,
,621.3039175,MtCO2e,ZA-KE-EG_Collab,,,,
,828.4052234,MtCO2e,ZA-KE-EG_Collab,,,,
,1035.506529,MtCO2e,ZA-KE-EG_Collab,,,,
,1242.607835,MtCO2e,ZA-KE-EG_Collab,,,,
,1449.709141,MtCO2e,ZA-KE-EG_Collab,,,,
,1656.810447,MtCO2e,ZA-KE-EG_Collab,,,,
,1863.911753,MtCO2e,ZA-KE-EG_Collab,,,,
,2436.759544,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,0,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,444.2034999,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,888.4069998,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,1332.6105,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,1776.814,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,2221.017499,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,2665.220999,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,3109.424499,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,3553.627999,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,3997.831499,MtCO2e,ZA-KE-EG-NG_Collab,,,,
,1667.171812,MtCO2e,ZA-KE-NG_Collab,,,,
,0,MtCO2e,ZA-KE-NG_Collab,,,,
,364.8916308,MtCO2e,ZA-KE-NG_Collab,,,,
,729.7832616,MtCO2e,ZA-KE-NG_Collab,,,,
,1094.674892,MtCO2e,ZA-KE-NG_Collab,,,,
,1459.566523,MtCO2e,ZA-KE-NG_Collab,,,,
,1824.458154,MtCO2e,ZA-KE-NG_Collab,,,,
,2189.349785,MtCO2e,ZA-KE-NG_Collab,,,,
,2554.241416,MtCO2e,ZA-KE-NG_Collab,,,,
,2919.133046,MtCO2e,ZA-KE-NG_Collab,,,,
,3284.024677,MtCO2e,ZA-KE-NG_Collab,,,,
,1629.331836,MtCO2e,ZA-NG_Collab,,,,
,0,MtCO2e,ZA-NG_Collab,,,,
,349.7598404,MtCO2e,ZA-NG_Collab,,,,
,699.5196808,MtCO2e,ZA-NG_Collab,,,,
,1049.279521,MtCO2e,ZA-NG_Collab,,,,
,1399.039362,MtCO2e,ZA-NG_Collab,,,,
,1748.799202,MtCO2e,ZA-NG_Collab,,,,
,2098.559042,MtCO2e,ZA-NG_Collab,,,,
,2448.318883,MtCO2e,ZA-NG_Collab,,,,
,2798.078723,MtCO2e,ZA-NG_Collab,,,,
,3147.838564,MtCO2e,ZA-NG_Collab,,,,
,1200.290029,MtCO2e,BN-SG_Collab,,,,
,1066.92447,MtCO2e,BN-SG_Collab,,,,
,933.5589117,MtCO2e,BN-SG_Collab,,,,
,800.1933529,MtCO2e,BN-SG_Collab,,,,
,666.8277941,MtCO2e,BN-SG_Collab,,,,
,533.4622352,MtCO2e,BN-SG_Collab,,,,
,400.0966764,MtCO2e,BN-SG_Collab,,,,
,266.7311176,MtCO2e,BN-SG_Collab,,,,
,133.3655588,MtCO2e,BN-SG_Collab,,,,
,0,MtCO2e,BN-SG_Collab,,,,
,1259.621862,MtCO2e,BN-SG_Collab,,,,
,4920.375813,MtCO2e,BN-SG-ID_Collab,,,,
,2460.187906,MtCO2e,BN-SG-ID_Collab,,,,
,0,MtCO2e,BN-SG-ID_Collab,,,,
,901.0709827,MtCO2e,BN-SG-ID_Collab,,,,
,1802.141965,MtCO2e,BN-SG-ID_Collab,,,,
,2703.212948,MtCO2e,BN-SG-ID_Collab,,,,
,3604.283931,MtCO2e,BN-SG-ID_Collab,,,,
,4505.354914,MtCO2e,BN-SG-ID_Collab,,,,
,5406.425896,MtCO2e,BN-SG-ID_Collab,,,,
,6307.496879,MtCO2e,BN-SG-ID_Collab,,,,
,7208.567862,MtCO2e,BN-SG-ID_Collab,,,,
,6588.808089,MtCO2e,BN-SG-ID-TH_Collab,,,,
,3294.404044,MtCO2e,BN-SG-ID-TH_Collab,,,,
,0,MtCO2e,BN-SG-ID-TH_Collab,,,,
,1148.115583,MtCO2e,BN-SG-ID-TH_Collab,,,,
,2296.231165,MtCO2e,BN-SG-ID-TH_Collab,,,,
,3444.346748,MtCO2e,BN-SG-ID-TH_Collab,,,,
,4592.462331,MtCO2e,BN-SG-ID-TH_Collab,,,,
,5740.577914,MtCO2e,BN-SG-ID-TH_Collab,,,,
,6888.693496,MtCO2e,BN-SG-ID-TH_Collab,,,,
,8036.809079,MtCO2e,BN-SG-ID-TH_Collab,,,,
,9184.924662,MtCO2e,BN-SG-ID-TH_Collab,,,,
,1708.028643,MtCO2e,BN-TH_Collab,,,,
,854.0143217,MtCO2e,BN-TH_Collab,,,,
,0,MtCO2e,BN-TH_Collab,,,,
,263.8893202,MtCO2e,BN-TH_Collab,,,,
,527.7786405,MtCO2e,BN-TH_Collab,,,,
,791.6679607,MtCO2e,BN-TH_Collab,,,,
,1055.557281,MtCO2e,BN-TH_Collab,,,,
,1319.446601,MtCO2e,BN-TH_Collab,,,,
,1583.335921,MtCO2e,BN-TH_Collab,,,,
,1847.225242,MtCO2e,BN-TH_Collab,,,,
,2111.114562,MtCO2e,BN-TH_Collab,,,,
,4693.241063,MtCO2e,BN-ID_Collab,,,,
,2346.620531,MtCO2e,BN-ID_Collab,,,,
,0,MtCO2e,BN-ID_Collab,,,,
,760.4629702,MtCO2e,BN-ID_Collab,,,,
,1520.92594,MtCO2e,BN-ID_Collab,,,,
,2281.388911,MtCO2e,BN-ID_Collab,,,,
,3041.851881,MtCO2e,BN-ID_Collab,,,,
,3802.314851,MtCO2e,BN-ID_Collab,,,,
,4562.777821,MtCO2e,BN-ID_Collab,,,,
,5323.240792,MtCO2e,BN-ID_Collab,,,,
,6083.703762,MtCO2e,BN-ID_Collab,,,,
,2902.74509,MtCO2e,BN-SG-TH_Collab,,,,
,1935.163394,MtCO2e,BN-SG-TH_Collab,,,,
,967.5816968,MtCO2e,BN-SG-TH_Collab,,,,
,0,MtCO2e,BN-SG-TH_Collab,,,,
,462.282666,MtCO2e,BN-SG-TH_Collab,,,,
,924.565332,MtCO2e,BN-SG-TH_Collab,,,,
,1386.847998,MtCO2e,BN-SG-TH_Collab,,,,
,1849.130664,MtCO2e,BN-SG-TH_Collab,,,,
,2311.41333,MtCO2e,BN-SG-TH_Collab,,,,
,2773.695996,MtCO2e,BN-SG-TH_Collab,,,,
,3235.978662,MtCO2e,BN-SG-TH_Collab,,,,
