region,group,scenario,2022,2030,2040,2050
TUR,0,high,93156000.0,93156000.0,93156000.0,93156000.0
TUR,1,high,93114000.0,93114000.0,93114000.0,93114000.0
TUR,2,high,148484000.0,148484000.0,148484000.0,148484000.0
TUR,3,high,141323000.0,141323000.0,141323000.0,141323000.0
TUR,4,high,209457500.0,209457500.0,209457500.0,209457500.0
TUR,5,high,228515000.0,228515000.0,228515000.0,228515000.0
TUR,6,high,230695500.0,230695500.0,230695500.0,230695500.0
TUR,7,high,212838500.0,212838500.0,212838500.0,212838500.0
TUR,8,high,281501500.0,281501500.0,281501500.0,281501500.0
TUR,9,high,207774000.0,207774000.0,207774000.0,207774000.0
