region,group,scenario,2022,2030,2040,2050
SAU,0,high,3668.703467737483,1968.8653201761963,1695.1619941352585,1422.0115542044791
SAU,1,high,3668.7034677371703,1968.8653201761247,1695.161994135296,1422.011554204555
SAU,2,high,3668.703467737195,1968.8653201761617,1695.1619941353204,1422.0115542043454
SAU,3,high,3668.703467736971,1968.8653201761633,1695.1619941352603,1422.011554204371
SAU,4,high,3668.7034677372853,1968.865320176063,1695.1619941354413,1422.0115542043634
SAU,5,high,3668.7034677371566,1968.8653201762224,1695.1619941353172,1422.011554204449
SAU,6,high,3668.7034677372794,1968.8653201762666,1695.1619941348379,1422.0115542044402
SAU,7,high,3668.7034677372258,1968.8653201760912,1695.1619941355395,1422.011554204478
SAU,8,high,3668.703467737385,1968.8653201762652,1695.1619941354033,1422.0115542043038
SAU,9,high,3668.703467737485,1968.8653201762736,1695.161994135384,1422.0115542046399
