region,group,scenario,2022,2030,2040,2050
BRA,0,high,6484252090.0,6484252090.0,6484252090.0,6484252090.0
BRA,1,high,5736038846.666666,5736038846.666666,5736038846.666666,5736038846.666666
BRA,2,high,6673865216.666666,6673865216.666666,6673865216.666666,6673865216.666666
BRA,3,high,6227608840.0,6227608840.0,6227608840.0,6227608840.0
BRA,4,high,7270151590.0,7270151590.0,7270151590.0,7270151590.0
BRA,5,high,9729890206.666666,9729890206.666666,9729890206.666666,9729890206.666666
BRA,6,high,5615164023.333334,5615164023.333334,5615164023.333334,5615164023.333334
BRA,7,high,2716332746.6666665,2716332746.6666665,2716332746.6666665,2716332746.6666665
BRA,8,high,5260863836.666666,5260863836.666666,5260863836.666666,5260863836.666666
BRA,9,high,1841497253.3333335,1841497253.3333335,1841497253.3333335,1841497253.3333335
