region,group,scenario,2022,2030,2040,2050
BRA,0,high,1600.714286,768.9205484,596.5604776,420.17605959999986
BRA,1,high,1600.714286,768.9205484,596.5604776,420.1760596
BRA,2,high,1600.714286,768.9205484000001,596.5604776000001,420.17605960000003
BRA,3,high,1600.7142860000001,768.9205484,596.5604776,420.1760596
BRA,4,high,1600.7142860000001,768.9205483999999,596.5604776,420.1760596
BRA,5,high,1600.714286,768.9205484000001,596.5604776000001,420.17605960000003
BRA,6,high,1600.7142859999994,768.9205483999999,596.5604775999999,420.17605959999986
BRA,7,high,1600.714286,768.9205484,596.5604776000001,420.1760595999999
BRA,8,high,1600.714286,768.9205484000001,596.5604776000001,420.1760596000001
BRA,9,high,1600.714286,768.9205483999999,596.5604776,420.1760596
