Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,7,7,99
1,RE_PV_Openfield_Lim,7,7,7
2,RE_PV_Rooftop_Lim,7,7,7
3,RE_WIND_Onshore_Lim_0,7,7,7
4,RE_WIND_Onshore_Lim_1,7,7,7
5,RE_WIND_Onshore_Lim_2,7,7,7
6,RE_WIND_Onshore_Lim_3,7,7,7
7,RE_WIND_Onshore_Lim_4,7,7,7
8,RE_WIND_Onshore_Lim_5,7,7,7
9,RE_WIND_Onshore_Lim_6,7,7,7
10,RE_WIND_Onshore_Lim_7,7,7,7
11,RE_WIND_Onshore_Lim_8,7,7,7
12,RE_WIND_Onshore_Lim_9,7,7,7
13,RE_WIND_Offshore_Lim_0,7,7,7
14,RE_WIND_Offshore_Lim_1,7,7,7
15,RE_WIND_Offshore_Lim_2,7,7,7
16,RE_WIND_Offshore_Lim_3,7,7,7
17,RE_WIND_Offshore_Lim_4,7,7,7
18,RE_WIND_Offshore_Lim_5,7,7,7
19,RE_WIND_Offshore_Lim_6,7,7,7
20,RE_WIND_Offshore_Lim_7,7,7,7
21,RE_WIND_Offshore_Lim_8,7,7,7
22,RE_WIND_Offshore_Lim_9,7,7,7
23,HYDRO,7,7,7
24,PP_CO2,7,7,7
25,BESS,7,7,7
26,EL_to_HTH,7,7,7
27,EL_to_NH3,7,7,7
28,NH3_Storage,7,7,7
29,NH3_to_EL,7,7,7
30,NH3_to_HTH,7,7,7
31,FF_to_HTH,7,7,7
32,EL_Demand,7,7,7
33,HTH_Demand,7,7,7
