Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,9,9,121
1,RE_PV_Openfield_Lim,9,9,9
2,RE_PV_Rooftop_Lim,9,9,9
3,RE_WIND_Onshore_Lim_0,9,9,9
4,RE_WIND_Onshore_Lim_1,9,9,9
5,RE_WIND_Onshore_Lim_2,9,9,9
6,RE_WIND_Onshore_Lim_3,9,9,9
7,RE_WIND_Onshore_Lim_4,9,9,9
8,RE_WIND_Onshore_Lim_5,9,9,9
9,RE_WIND_Onshore_Lim_6,9,9,9
10,RE_WIND_Onshore_Lim_7,9,9,9
11,RE_WIND_Onshore_Lim_8,9,9,9
12,RE_WIND_Onshore_Lim_9,9,9,9
13,RE_WIND_Offshore_Lim_0,9,9,9
14,RE_WIND_Offshore_Lim_1,9,9,9
15,RE_WIND_Offshore_Lim_2,9,9,9
16,RE_WIND_Offshore_Lim_3,9,9,9
17,RE_WIND_Offshore_Lim_4,9,9,9
18,RE_WIND_Offshore_Lim_5,9,9,9
19,RE_WIND_Offshore_Lim_6,9,9,9
20,RE_WIND_Offshore_Lim_7,9,9,9
21,RE_WIND_Offshore_Lim_8,9,9,9
22,RE_WIND_Offshore_Lim_9,9,9,9
23,HYDRO,9,9,9
24,PP_CO2,9,9,9
25,BESS,9,9,9
26,EL_to_HTH,9,9,9
27,EL_to_NH3,9,9,9
28,NH3_Storage,9,9,9
29,NH3_to_EL,9,9,9
30,NH3_to_HTH,9,9,9
31,FF_to_HTH,9,9,9
32,EL_Demand,9,9,9
33,HTH_Demand,9,9,9
