Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,CO2_Budget,1,1,0,720,1,0
1,RE_PV_Rooftop_Lim,1,1,0,720,1,0
2,RE_PV_Openfield_Lim,1,1,0,720,1,0
3,RE_WIND_Offshore_Lim,1,1,0,720,1,0
4,RE_WIND_Onshore_Lim,1,1,0,720,1,0
5,PP_CO2,1,1,0,720,1,0
6,BESS,1,1,0,720,1,0
7,EL_to_HTH,1,1,0,720,1,0
8,EL_to_NH3,1,1,0,720,1,0
9,NH3_Storage,1,1,0,720,1,0
10,NH3_to_EL,1,1,0,720,1,0
11,NH3_to_HTH,1,1,0,720,1,0
12,FF_to_HTH,1,1,0,720,1,0
13,EL_Demand,1,1,0,720,1,0
14,HTH_Demand,1,1,0,720,1,0
15,RE_PV_Openfield_Lim,17,17,0,720,1,0
16,RE_PV_Rooftop_Lim,17,17,0,720,1,0
17,RE_WIND_Onshore_Lim_0,17,17,0,720,1,0
18,RE_WIND_Onshore_Lim_1,17,17,0,720,1,0
19,RE_WIND_Onshore_Lim_2,17,17,0,720,1,0
20,RE_WIND_Onshore_Lim_3,17,17,0,720,1,0
21,RE_WIND_Onshore_Lim_4,17,17,0,720,1,0
22,RE_WIND_Onshore_Lim_5,17,17,0,720,1,0
23,RE_WIND_Onshore_Lim_6,17,17,0,720,1,0
24,RE_WIND_Onshore_Lim_7,17,17,0,720,1,0
25,RE_WIND_Onshore_Lim_8,17,17,0,720,1,0
26,RE_WIND_Onshore_Lim_9,17,17,0,720,1,0
27,RE_WIND_Offshore_Lim_0,17,17,0,720,1,0
28,RE_WIND_Offshore_Lim_1,17,17,0,720,1,0
29,RE_WIND_Offshore_Lim_2,17,17,0,720,1,0
30,RE_WIND_Offshore_Lim_3,17,17,0,720,1,0
31,RE_WIND_Offshore_Lim_4,17,17,0,720,1,0
32,RE_WIND_Offshore_Lim_5,17,17,0,720,1,0
33,RE_WIND_Offshore_Lim_6,17,17,0,720,1,0
34,RE_WIND_Offshore_Lim_7,17,17,0,720,1,0
35,RE_WIND_Offshore_Lim_8,17,17,0,720,1,0
36,RE_WIND_Offshore_Lim_9,17,17,0,720,1,0
37,HYDRO,17,17,0,720,1,0
38,PP_CO2,17,17,0,720,1,0
39,BESS,17,17,0,720,1,0
40,EL_to_HTH,17,17,0,720,1,0
41,EL_to_NH3,17,17,0,720,1,0
42,NH3_Storage,17,17,0,720,1,0
43,NH3_to_EL,17,17,0,720,1,0
44,NH3_to_HTH,17,17,0,720,1,0
45,FF_to_HTH,17,17,0,720,1,0
46,EL_Demand,17,17,0,720,1,0
47,HTH_Demand,17,17,0,720,1,0
48,RE_PV_Rooftop_Lim,2,2,0,720,1,0
49,RE_PV_Openfield_Lim,2,2,0,720,1,0
50,RE_WIND_Offshore_Lim,2,2,0,720,1,0
51,RE_WIND_Onshore_Lim,2,2,0,720,1,0
52,PP_CO2,2,2,0,720,1,0
53,BESS,2,2,0,720,1,0
54,EL_to_HTH,2,2,0,720,1,0
55,EL_to_NH3,2,2,0,720,1,0
56,NH3_Storage,2,2,0,720,1,0
57,NH3_to_EL,2,2,0,720,1,0
58,NH3_to_HTH,2,2,0,720,1,0
59,FF_to_HTH,2,2,0,720,1,0
60,EL_Demand,2,2,0,720,1,0
61,HTH_Demand,2,2,0,720,1,0
62,RE_PV_Rooftop_Lim,6,6,0,720,1,0
63,RE_PV_Openfield_Lim,6,6,0,720,1,0
64,RE_WIND_Offshore_Lim,6,6,0,720,1,0
65,RE_WIND_Onshore_Lim,6,6,0,720,1,0
66,PP_CO2,6,6,0,720,1,0
67,BESS,6,6,0,720,1,0
68,EL_to_HTH,6,6,0,720,1,0
69,EL_to_NH3,6,6,0,720,1,0
70,NH3_Storage,6,6,0,720,1,0
71,NH3_to_EL,6,6,0,720,1,0
72,NH3_to_HTH,6,6,0,720,1,0
73,FF_to_HTH,6,6,0,720,1,0
74,EL_Demand,6,6,0,720,1,0
75,HTH_Demand,6,6,0,720,1,0
76,EL_Transport,1,17,0,720,1,0
77,NH3_Transport,1,17,0,720,96,108
78,EL_Transport,1,2,0,720,1,0
79,NH3_Transport,1,2,0,720,96,108
80,EL_Transport,1,6,0,720,1,0
81,NH3_Transport,1,6,0,720,96,108
82,EL_Transport,17,2,0,720,1,0
83,NH3_Transport,17,2,0,720,96,108
84,EL_Transport,17,6,0,720,1,0
85,NH3_Transport,17,6,0,720,96,108
86,EL_Transport,2,6,0,720,1,0
87,NH3_Transport,2,6,0,720,96,108
