region,group,scenario,2022,2030,2040,2050
AUS,0,high,156389.34010375847,156389.34010375847,156389.34010375847,156389.34010375847
AUS,1,high,115092.63493619364,115092.63493619364,115092.63493619364,115092.63493619364
AUS,2,high,345985.7634377932,345985.7634377932,345985.7634377932,345985.7634377932
AUS,3,high,621923.0396310184,621923.0396310184,621923.0396310184,621923.0396310184
AUS,4,high,2106440.540243195,2106440.540243195,2106440.540243195,2106440.540243195
AUS,5,high,4066083.6667158175,4066083.6667158175,4066083.6667158175,4066083.6667158175
AUS,6,high,993205.1827527615,993205.1827527615,993205.1827527615,993205.1827527615
AUS,7,high,6876842.179882712,6876842.179882712,6876842.179882712,6876842.179882712
AUS,8,high,8905505.59484147,8905505.59484147,8905505.59484147,8905505.59484147
AUS,9,high,7823034.462341815,7823034.462341815,7823034.462341815,7823034.462341815
