region,group,scenario,2022,2030,2040,2050
IND,0,high,0.07589652291677731,0.03502571052427827,0.026802278362287824,0.018348130607845056
IND,1,high,0.08131800553167164,0.03752768654880154,0.02871683360930465,0.019658784472918
IND,2,high,0.08320296605985328,0.038397582550248395,0.02938249304713303,0.020114477311435473
IND,3,high,0.08444280869677236,0.03896976119067186,0.02982033402064972,0.020414211657101153
IND,4,high,0.08545970790180953,0.03943905300827491,0.03017944422112089,0.020660048998688178
IND,5,high,0.08644357906541482,0.039893102617473045,0.030526890820600096,0.020897901747633164
IND,6,high,0.08801884931098183,0.0406200787357218,0.031083185496495743,0.02127872636380399
IND,7,high,0.08953655529421438,0.04132048935252936,0.031619151792065044,0.02164563470866769
IND,8,high,0.092520989915204,0.04269778490041592,0.03267308212236076,0.022367127526945176
IND,9,high,0.09710299281349338,0.04481234695107833,0.034291181508434826,0.023474835553509526
