region,group,scenario,2022,2030,2040,2050
IND,0,high,2473237730.0000005,2473237730.0000005,2473237730.0000005,2473237730.0000005
IND,1,high,824750540.0000001,824750540.0000001,824750540.0000001,824750540.0000001
IND,2,high,1131525759.9999998,1131525759.9999998,1131525759.9999998,1131525759.9999998
IND,3,high,789383443.3333333,789383443.3333333,789383443.3333333,789383443.3333333
IND,4,high,708843533.3333335,708843533.3333335,708843533.3333335,708843533.3333335
IND,5,high,347409316.6666667,347409316.6666667,347409316.6666667,347409316.6666667
IND,6,high,852805776.6666666,852805776.6666666,852805776.6666666,852805776.6666666
IND,7,high,827093206.6666666,827093206.6666666,827093206.6666666,827093206.6666666
IND,8,high,619245726.6666666,619245726.6666666,619245726.6666666,619245726.6666666
IND,9,high,366159570.0,366159570.0,366159570.0,366159570.0
