Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
34,RE_PV_Openfield_Lim,24,24,0,720,1,0
35,RE_PV_Rooftop_Lim,24,24,0,720,1,0
36,RE_WIND_Onshore_Lim_0,24,24,0,720,1,0
37,RE_WIND_Onshore_Lim_1,24,24,0,720,1,0
38,RE_WIND_Onshore_Lim_2,24,24,0,720,1,0
39,RE_WIND_Onshore_Lim_3,24,24,0,720,1,0
40,RE_WIND_Onshore_Lim_4,24,24,0,720,1,0
41,RE_WIND_Onshore_Lim_5,24,24,0,720,1,0
42,RE_WIND_Onshore_Lim_6,24,24,0,720,1,0
43,RE_WIND_Onshore_Lim_7,24,24,0,720,1,0
44,RE_WIND_Onshore_Lim_8,24,24,0,720,1,0
45,RE_WIND_Onshore_Lim_9,24,24,0,720,1,0
46,RE_WIND_Offshore_Lim_0,24,24,0,720,1,0
47,RE_WIND_Offshore_Lim_1,24,24,0,720,1,0
48,RE_WIND_Offshore_Lim_2,24,24,0,720,1,0
49,RE_WIND_Offshore_Lim_3,24,24,0,720,1,0
50,RE_WIND_Offshore_Lim_4,24,24,0,720,1,0
51,RE_WIND_Offshore_Lim_5,24,24,0,720,1,0
52,RE_WIND_Offshore_Lim_6,24,24,0,720,1,0
53,RE_WIND_Offshore_Lim_7,24,24,0,720,1,0
54,RE_WIND_Offshore_Lim_8,24,24,0,720,1,0
55,RE_WIND_Offshore_Lim_9,24,24,0,720,1,0
56,HYDRO,24,24,0,720,1,0
57,PP_CO2,24,24,0,720,1,0
58,BESS,24,24,0,720,1,0
59,EL_to_HTH,24,24,0,720,1,0
60,EL_to_NH3,24,24,0,720,1,0
61,NH3_Storage,24,24,0,720,1,0
62,NH3_to_EL,24,24,0,720,1,0
63,NH3_to_HTH,24,24,0,720,1,0
64,FF_to_HTH,24,24,0,720,1,0
65,EL_Demand,24,24,0,720,1,0
66,HTH_Demand,24,24,0,720,1,0
67,RE_PV_Openfield_Lim,14,14,0,720,1,0
68,RE_PV_Rooftop_Lim,14,14,0,720,1,0
69,RE_WIND_Onshore_Lim,14,14,0,720,1,0
70,RE_WIND_Offshore_Lim,14,14,0,720,1,0
71,PP_CO2,14,14,0,720,1,0
72,BESS,14,14,0,720,1,0
73,EL_to_HTH,14,14,0,720,1,0
74,EL_to_NH3,14,14,0,720,1,0
75,NH3_Storage,14,14,0,720,1,0
76,NH3_to_EL,14,14,0,720,1,0
77,NH3_to_HTH,14,14,0,720,1,0
78,FF_to_HTH,14,14,0,720,1,0
79,EL_Demand,14,14,0,720,1,0
80,HTH_Demand,14,14,0,720,1,0
81,RE_PV_Openfield_Lim,29,29,0,720,1,0
82,RE_PV_Rooftop_Lim,29,29,0,720,1,0
83,RE_WIND_Onshore_Lim_0,29,29,0,720,1,0
84,RE_WIND_Onshore_Lim_1,29,29,0,720,1,0
85,RE_WIND_Onshore_Lim_2,29,29,0,720,1,0
86,RE_WIND_Onshore_Lim_3,29,29,0,720,1,0
87,RE_WIND_Onshore_Lim_4,29,29,0,720,1,0
88,RE_WIND_Onshore_Lim_5,29,29,0,720,1,0
89,RE_WIND_Onshore_Lim_6,29,29,0,720,1,0
90,RE_WIND_Onshore_Lim_7,29,29,0,720,1,0
91,RE_WIND_Onshore_Lim_8,29,29,0,720,1,0
92,RE_WIND_Onshore_Lim_9,29,29,0,720,1,0
93,RE_WIND_Offshore_Lim_0,29,29,0,720,1,0
94,RE_WIND_Offshore_Lim_1,29,29,0,720,1,0
95,RE_WIND_Offshore_Lim_2,29,29,0,720,1,0
96,RE_WIND_Offshore_Lim_3,29,29,0,720,1,0
97,RE_WIND_Offshore_Lim_4,29,29,0,720,1,0
98,RE_WIND_Offshore_Lim_5,29,29,0,720,1,0
99,RE_WIND_Offshore_Lim_6,29,29,0,720,1,0
100,RE_WIND_Offshore_Lim_7,29,29,0,720,1,0
101,RE_WIND_Offshore_Lim_8,29,29,0,720,1,0
102,RE_WIND_Offshore_Lim_9,29,29,0,720,1,0
103,HYDRO,29,29,0,720,1,0
104,PP_CO2,29,29,0,720,1,0
105,BESS,29,29,0,720,1,0
106,EL_to_HTH,29,29,0,720,1,0
107,EL_to_NH3,29,29,0,720,1,0
108,NH3_Storage,29,29,0,720,1,0
109,NH3_to_EL,29,29,0,720,1,0
110,NH3_to_HTH,29,29,0,720,1,0
111,FF_to_HTH,29,29,0,720,1,0
112,EL_Demand,29,29,0,720,1,0
113,HTH_Demand,29,29,0,720,1,0
