Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,interest_rate,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,location_name
0,100,G$/GWp,262800,h,WINDOUT,24,0,0,GWp,0.02,0.1,GWp,0.005,SGP
1,6.427232401,G$/GWp,262800,h,WINDOUT,24,0,442.525,GWp,0.02,0.1,GWp,0.005,IDN
2,8.29653307,G$/GWp,262800,h,WINDOUT,24,0,58.126,GWp,0.02,0.1,GWp,0.005,MYS
3,6.156141155,G$/GWp,262800,h,WINDOUT,24,0,1.542,GWp,0.02,0.1,GWp,0.005,BRN
4,5.190377264,G$/GWp,262800,h,WINDOUT,24,0,12.504,GWp,0.02,0.1,GWp,0.005,KHM
5,3.450178544,G$/GWp,219000,h,WINDOUT,24,0,22.414,GWp,0.02,0.1,GWp,0.005,MMR
6,4.203588633,G$/GWp,262800,h,WINDOUT,24,0,87.086,GWp,0.02,0.1,GWp,0.005,PHL
7,4.787208231,G$/GWp,262800,h,WINDOUT,24,0,64.508,GWp,0.02,0.1,GWp,0.005,THA
8,4.041527692,G$/GWp,262800,h,WINDOUT,24,0,140.438,GWp,0.02,0.1,GWp,0.005,VNM
9,1.203931194,G$/GWp,262800,h,WINDOUT,24,0,13.3108,GWp,0.02,0.1,GWp,0.005,LAO
10,3.594897349,G$/GWp,219000,h,WINDOUT,24,0,409.567,GWp,0.02,0.1,GWp,0.005,AUS
11,3.228064055,G$/GWp,219000,h,WINDOUT,24,0,19.001,GWp,0.02,0.1,GWp,0.005,SAU
12,3.489317491,G$/GWp,219000,h,WINDOUT,24,0,83.803,GWp,0.02,0.1,GWp,0.005,IND
13,1.446743332,G$/GWp,262800,h,WINDOUT,24,0,1000,GWp,0.02,0.1,GWp,0.005,ARE
14,3.952080765,G$/GWp,219000,h,WINDOUT,24,0,28.491,GWp,0.02,0.1,GWp,0.005,MAR
15,3.65186098,G$/GWp,219000,h,WINDOUT,24,0,3.255,GWp,0.02,0.1,GWp,0.005,KEN
16,3.865157463,G$/GWp,219000,h,WINDOUT,24,0,114.389,GWp,0.02,0.1,GWp,0.005,ZAF
17,5.15893453,G$/GWp,262800,h,WINDOUT,24,0,36.677,GWp,0.02,0.1,GWp,0.005,KOR
18,2.975207355,G$/GWp,219000,h,WINDOUT,24,0,13.004,GWp,0.02,0.1,GWp,0.005,EGY
19,3.918805913,G$/GWp,219000,h,WINDOUT,24,0,16.478,GWp,0.02,0.1,GWp,0.005,NGA
20,4.354892338,G$/GWp,262800,h,WINDOUT,24,0,446.521,GWp,0.02,0.1,GWp,0.005,BRA
21,3.200399429,G$/GWp,262800,h,WINDOUT,24,0,7.838,GWp,0.02,0.1,GWp,0.005,COL
22,3.806956663,G$/GWp,262800,h,WINDOUT,24,0,7.73,GWp,0.02,0.1,GWp,0.005,PER
23,4.049943804,G$/GWp,262800,h,WINDOUT,24,0,86.288,GWp,0.02,0.1,GWp,0.005,CHL
24,3.004727707,G$/GWp,219000,h,WINDOUT,24,0,32.606,GWp,0.02,0.1,GWp,0.005,FRA
25,2.965759916,G$/GWp,219000,h,WINDOUT,24,0,4.38,GWp,0.02,0.1,GWp,0.005,DEU
26,3.299166896,G$/GWp,219000,h,WINDOUT,24,0,118.442,GWp,0.02,0.1,GWp,0.005,USA
27,3.443835567,G$/GWp,219000,h,WINDOUT,24,0,585.304,GWp,0.02,0.1,GWp,0.005,RUS
28,2.524498295,G$/GWp,219000,h,WINDOUT,24,0,66.252,GWp,0.02,0.1,GWp,0.005,CHN
29,3.779461347,G$/GWp,219000,h,WINDOUT,24,0,11.592,GWp,0.02,0.1,GWp,0.005,TUR
30,5.28808595,G$/GWp,219000,h,WINDOUT,24,0,54.987,GWp,0.02,0.1,GWp,0.005,JPN
