region,group,scenario,2022,2030,2040,2050
NGA,0,high,119791000,119791000,119791000,119791000
NGA,1,high,246585500,246585500,246585500,246585500
NGA,2,high,213171000,213171000,213171000,213171000
NGA,3,high,332507000,332507000,332507000,332507000
NGA,4,high,246239000,246239000,246239000,246239000
NGA,5,high,288393000,288393000,288393000,288393000
NGA,6,high,256525500,256525500,256525500,256525500
NGA,7,high,220300500,220300500,220300500,220300500
NGA,8,high,268656500,268656500,268656500,268656500
NGA,9,high,338705500,338705500,338705500,338705500
