region,scenario,group,2022,2030,2040,2050
BRN,high,0,3817.229674,2531.773141,2224.424806,1917.519263
BRN,high,1,3817.229674,2531.773141,2224.424806,1917.519263
BRN,high,2,4067.825085,2697.980256,2370.454963,2043.401531
BRN,high,3,4930.987056,3270.471429,2873.447726,2476.996009
BRN,high,4,5070.206729,3362.808715,2954.575591,2546.930602
BRN,high,5,5070.206729,3362.808715,2954.575591,2546.930602
BRN,high,6,5070.206729,3362.808715,2954.575591,2546.930602
BRN,high,7,5070.206729,3362.808715,2954.575591,2546.930602
BRN,high,8,5070.206729,3362.808715,2954.575591,2546.930602
BRN,high,9,5070.206729,3362.808715,2954.575591,2546.930602
BRN,low,0,2080.896884,1569.403234,1415.576528,1258.257879
BRN,low,1,2080.896884,1569.403234,1415.576528,1258.257879
BRN,low,2,2217.504648,1672.432206,1508.507007,1340.860624
BRN,low,3,2688.042501,2027.309775,1828.600879,1625.381191
BRN,low,4,2763.935704,2084.548093,1880.228923,1671.271605
BRN,low,5,2763.935704,2084.548093,1880.228923,1671.271605
BRN,low,6,2763.935704,2084.548093,1880.228923,1671.271605
BRN,low,7,2763.935704,2084.548093,1880.228923,1671.271605
BRN,low,8,2763.935704,2084.548093,1880.228923,1671.271605
BRN,low,9,2763.935704,2084.548093,1880.228923,1671.271605
BRN,medium,0,2609.566304,2109.810951,1853.687339,1597.93272
BRN,medium,1,2609.566304,2109.810951,1853.687339,1597.93272
BRN,medium,2,2780.880423,2248.316881,1975.379137,1702.83461
BRN,medium,3,3370.96239,2725.392859,2394.539773,2064.163341
BRN,medium,4,3466.136901,2802.340597,2462.146327,2122.442169
BRN,medium,5,3466.136901,2802.340597,2462.146327,2122.442169
BRN,medium,6,3466.136901,2802.340597,2462.146327,2122.442169
BRN,medium,7,3466.136901,2802.340597,2462.146327,2122.442169
BRN,medium,8,3466.136901,2802.340597,2462.146327,2122.442169
BRN,medium,9,3466.136901,2802.340597,2462.146327,2122.442169
