Demand,Unit
709.6328986,GW
703.1591075,GW
684.627367,GW
662.8600997,GW
640.3455406,GW
663.3719808,GW
657.9849106,GW
648.0552373,GW
640.1580333,GW
637.2783596,GW
642.3889592,GW
653.2780675,GW
664.2465585,GW
672.4517124,GW
678.6558764,GW
683.840384,GW
685.2774835,GW
682.0104772,GW
673.0265523,GW
663.7004607,GW
659.0688943,GW
668.3046538,GW
697.0616995,GW
719.9553792,GW
731.2263454,GW
734.7123382,GW
723.6028746,GW
701.9601559,GW
675.2807455,GW
652.6347944,GW
634.1536946,GW
619.2899796,GW
612.305676,GW
613.3746043,GW
626.7259431,GW
655.3693895,GW
686.5585551,GW
707.9070106,GW
720.1483611,GW
725.388984,GW
724.2365671,GW
717.7408773,GW
711.628414,GW
705.448886,GW
698.5781817,GW
701.9628932,GW
721.9645812,GW
737.2197347,GW
740.4470496,GW
738.9647841,GW
724.7922456,GW
700.6448677,GW
670.3768145,GW
641.1092563,GW
616.6224492,GW
598.9283324,GW
587.6190436,GW
583.471985,GW
587.4876516,GW
600.5337779,GW
617.7201195,GW
639.2437643,GW
660.4485098,GW
677.0572742,GW
683.3175535,GW
680.7827837,GW
674.5786197,GW
666.3036638,GW
659.9859006,GW
663.6388707,GW
677.2447815,GW
689.3643208,GW
695.0401795,GW
693.2882868,GW
679.5605647,GW
657.7645554,GW
630.4788259,GW
603.5147329,GW
581.0316531,GW
564.3284507,GW
553.9252189,GW
549.2361684,GW
552.1897501,GW
561.7813629,GW
578.8828472,GW
599.9753621,GW
622.2805153,GW
635.8015687,GW
642.04953,GW
646.0213993,GW
646.2965012,GW
642.5217198,GW
640.5905318,GW
648.8586444,GW
668.3402392,GW
690.2909078,GW
700.3204938,GW
705.592596,GW
690.737093,GW
667.3862788,GW
639.1684876,GW
614.5735559,GW
598.5464746,GW
588.9165391,GW
587.0045124,GW
595.0782744,GW
622.093008,GW
672.8034597,GW
718.8358102,GW
740.5893909,GW
749.2544167,GW
750.2727043,GW
743.373258,GW
735.6156579,GW
729.567522,GW
723.8875572,GW
719.496876,GW
726.2225017,GW
750.8489128,GW
776.3403209,GW
789.211258,GW
791.3463772,GW
774.2750036,GW
743.2117554,GW
706.5424503,GW
676.3305125,GW
660.7947824,GW
647.9389007,GW
642.7256511,GW
647.6419001,GW
669.9224173,GW
715.0158628,GW
757.7360412,GW
774.7033962,GW
776.7618701,GW
771.1790807,GW
760.5459129,GW
750.4027276,GW
743.7783832,GW
736.9487388,GW
729.7700846,GW
733.4942253,GW
754.7728788,GW
775.1372633,GW
785.7471638,GW
786.2959989,GW
770.9286148,GW
741.7541259,GW
