Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,6,6,85
1,RE_PV_Openfield_Lim,6,6,6
2,RE_PV_Rooftop_Lim,6,6,6
3,RE_WIND_Onshore_Lim_0,6,6,6
4,RE_WIND_Onshore_Lim_1,6,6,6
5,RE_WIND_Onshore_Lim_2,6,6,6
6,RE_WIND_Onshore_Lim_3,6,6,0
7,RE_WIND_Onshore_Lim_4,6,6,6
8,RE_WIND_Onshore_Lim_5,6,6,0
9,RE_WIND_Onshore_Lim_6,6,6,0
10,RE_WIND_Onshore_Lim_7,6,6,0
11,RE_WIND_Onshore_Lim_8,6,6,0
12,RE_WIND_Onshore_Lim_9,6,6,6
13,RE_WIND_Offshore_Lim_0,6,6,6
14,RE_WIND_Offshore_Lim_1,6,6,6
15,RE_WIND_Offshore_Lim_2,6,6,6
16,RE_WIND_Offshore_Lim_3,6,6,6
17,RE_WIND_Offshore_Lim_4,6,6,6
18,RE_WIND_Offshore_Lim_5,6,6,6
19,RE_WIND_Offshore_Lim_6,6,6,6
20,RE_WIND_Offshore_Lim_7,6,6,6
21,RE_WIND_Offshore_Lim_8,6,6,6
22,RE_WIND_Offshore_Lim_9,6,6,6
23,HYDRO,6,6,6
24,PP_CO2,6,6,6
25,BESS,6,6,6
26,EL_to_HTH,6,6,6
27,EL_to_NH3,6,6,6
28,NH3_Storage,6,6,6
29,NH3_to_EL,6,6,6
30,NH3_to_HTH,6,6,6
31,FF_to_HTH,6,6,6
32,EL_Demand,6,6,6
33,HTH_Demand,6,6,6
