region,group,scenario,2022,2030,2040,2050
IND,0,high,0.04240144662206772,0.04240144662206772,0.04046939605342828,0.03496855225118379
IND,1,high,0.051782340010273376,0.051782340010273376,0.049422842695145186,0.042704992555499685
IND,2,high,0.057994688479202264,0.057994688479202264,0.055352121308015034,0.04782832794484518
IND,3,high,0.06552904852942745,0.06552904852942745,0.06254317315111417,0.054041928755304204
IND,4,high,0.07307024478609817,0.07307024478609817,0.06974074970429257,0.06026116739799262
IND,5,high,0.08047853236004282,0.08047853236004282,0.07681147364868757,0.06637079600171161
IND,6,high,0.09074567592411178,0.09074567592411178,0.08661078787811005,0.074838128481913
IND,7,high,0.10810100731144752,0.10810100731144752,0.10317531186270049,0.08915110270338222
IND,8,high,0.14658828606504562,0.14658828606504562,0.13990889175163176,0.12089163340029123
IND,9,high,0.4387695254159485,0.4387695254159485,0.4187766954864029,0.36185404739821486
