region,group,scenario,2022,2030,2040,2050
DEU,0,high,10783141.097168155,10783141.097168155,10783141.097168155,10783141.097168155
DEU,1,high,7690976.523666826,7690976.523666826,7690976.523666826,7690976.523666826
DEU,2,high,7117737.502780656,7117737.502780656,7117737.502780656,7117737.502780656
DEU,3,high,7389910.129824722,7389910.129824722,7389910.129824722,7389910.129824722
DEU,4,high,10548840.051802225,10548840.051802225,10548840.051802225,10548840.051802225
DEU,5,high,10073989.06207363,10073989.06207363,10073989.06207363,10073989.06207363
DEU,6,high,11533618.936034467,11533618.936034467,11533618.936034467,11533618.936034467
DEU,7,high,13883379.43505611,13883379.43505611,13883379.43505611,13883379.43505611
DEU,8,high,10667480.684187353,10667480.684187353,10667480.684187353,10667480.684187353
DEU,9,high,6179265.609590043,6179265.609590043,6179265.609590043,6179265.609590043
