Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,4,4,305
1,RE_PV_Openfield_Lim,4,4,4
2,RE_PV_Rooftop_Lim,4,4,4
3,RE_WIND_Onshore_Lim_0,4,4,4
4,RE_WIND_Onshore_Lim_1,4,4,4
5,RE_WIND_Onshore_Lim_2,4,4,4
6,RE_WIND_Onshore_Lim_3,4,4,4
7,RE_WIND_Onshore_Lim_4,4,4,4
8,RE_WIND_Onshore_Lim_5,4,4,4
9,RE_WIND_Onshore_Lim_6,4,4,4
10,RE_WIND_Onshore_Lim_7,4,4,4
11,RE_WIND_Onshore_Lim_8,4,4,4
12,RE_WIND_Onshore_Lim_9,4,4,4
13,RE_WIND_Offshore_Lim_0,4,4,4
14,RE_WIND_Offshore_Lim_1,4,4,4
15,RE_WIND_Offshore_Lim_2,4,4,4
16,RE_WIND_Offshore_Lim_3,4,4,4
17,RE_WIND_Offshore_Lim_4,4,4,4
18,RE_WIND_Offshore_Lim_5,4,4,4
19,RE_WIND_Offshore_Lim_6,4,4,4
20,RE_WIND_Offshore_Lim_7,4,4,4
21,RE_WIND_Offshore_Lim_8,4,4,4
22,RE_WIND_Offshore_Lim_9,4,4,4
23,HYDRO,4,4,4
24,PP_CO2,4,4,4
25,BESS,4,4,4
26,EL_to_HTH,4,4,4
27,EL_to_NH3,4,4,4
28,NH3_Storage,4,4,4
29,NH3_to_EL,4,4,4
30,NH3_to_HTH,4,4,4
31,FF_to_HTH,4,4,4
32,EL_Demand,4,4,4
33,HTH_Demand,4,4,4
34,RE_PV_Openfield_Lim,9,9,9
35,RE_PV_Rooftop_Lim,9,9,9
36,RE_WIND_Onshore_Lim_0,9,9,9
37,RE_WIND_Onshore_Lim_1,9,9,9
38,RE_WIND_Onshore_Lim_2,9,9,9
39,RE_WIND_Onshore_Lim_3,9,9,9
40,RE_WIND_Onshore_Lim_4,9,9,9
41,RE_WIND_Onshore_Lim_5,9,9,9
42,RE_WIND_Onshore_Lim_6,9,9,9
43,RE_WIND_Onshore_Lim_7,9,9,9
44,RE_WIND_Onshore_Lim_8,9,9,9
45,RE_WIND_Onshore_Lim_9,9,9,9
46,RE_WIND_Offshore_Lim_0,9,9,9
47,RE_WIND_Offshore_Lim_1,9,9,9
48,RE_WIND_Offshore_Lim_2,9,9,9
49,RE_WIND_Offshore_Lim_3,9,9,9
50,RE_WIND_Offshore_Lim_4,9,9,9
51,RE_WIND_Offshore_Lim_5,9,9,9
52,RE_WIND_Offshore_Lim_6,9,9,9
53,RE_WIND_Offshore_Lim_7,9,9,9
54,RE_WIND_Offshore_Lim_8,9,9,9
55,RE_WIND_Offshore_Lim_9,9,9,9
56,HYDRO,9,9,9
57,PP_CO2,9,9,9
58,BESS,9,9,9
59,EL_to_HTH,9,9,9
60,EL_to_NH3,9,9,9
61,NH3_Storage,9,9,9
62,NH3_to_EL,9,9,9
63,NH3_to_HTH,9,9,9
64,FF_to_HTH,9,9,9
65,EL_Demand,9,9,9
66,HTH_Demand,9,9,9
67,RE_PV_Openfield_Lim,7,7,7
68,RE_PV_Rooftop_Lim,7,7,7
69,RE_WIND_Onshore_Lim_0,7,7,7
70,RE_WIND_Onshore_Lim_1,7,7,7
71,RE_WIND_Onshore_Lim_2,7,7,7
72,RE_WIND_Onshore_Lim_3,7,7,7
73,RE_WIND_Onshore_Lim_4,7,7,7
74,RE_WIND_Onshore_Lim_5,7,7,7
75,RE_WIND_Onshore_Lim_6,7,7,7
76,RE_WIND_Onshore_Lim_7,7,7,7
77,RE_WIND_Onshore_Lim_8,7,7,7
78,RE_WIND_Onshore_Lim_9,7,7,7
79,RE_WIND_Offshore_Lim_0,7,7,7
80,RE_WIND_Offshore_Lim_1,7,7,7
81,RE_WIND_Offshore_Lim_2,7,7,7
82,RE_WIND_Offshore_Lim_3,7,7,7
83,RE_WIND_Offshore_Lim_4,7,7,7
84,RE_WIND_Offshore_Lim_5,7,7,7
85,RE_WIND_Offshore_Lim_6,7,7,7
86,RE_WIND_Offshore_Lim_7,7,7,7
87,RE_WIND_Offshore_Lim_8,7,7,7
88,RE_WIND_Offshore_Lim_9,7,7,7
89,HYDRO,7,7,7
90,PP_CO2,7,7,7
91,BESS,7,7,7
92,EL_to_HTH,7,7,7
93,EL_to_NH3,7,7,7
94,NH3_Storage,7,7,7
95,NH3_to_EL,7,7,7
96,NH3_to_HTH,7,7,7
97,FF_to_HTH,7,7,7
98,EL_Demand,7,7,7
99,HTH_Demand,7,7,7
100,RE_PV_Openfield_Lim,8,8,8
101,RE_PV_Rooftop_Lim,8,8,8
102,RE_WIND_Onshore_Lim_0,8,8,8
103,RE_WIND_Onshore_Lim_1,8,8,8
104,RE_WIND_Onshore_Lim_2,8,8,8
105,RE_WIND_Onshore_Lim_3,8,8,8
106,RE_WIND_Onshore_Lim_4,8,8,8
107,RE_WIND_Onshore_Lim_5,8,8,8
108,RE_WIND_Onshore_Lim_6,8,8,8
109,RE_WIND_Onshore_Lim_7,8,8,8
110,RE_WIND_Onshore_Lim_8,8,8,8
111,RE_WIND_Onshore_Lim_9,8,8,8
112,RE_WIND_Offshore_Lim_0,8,8,8
113,RE_WIND_Offshore_Lim_1,8,8,8
114,RE_WIND_Offshore_Lim_2,8,8,8
115,RE_WIND_Offshore_Lim_3,8,8,8
116,RE_WIND_Offshore_Lim_4,8,8,8
117,RE_WIND_Offshore_Lim_5,8,8,8
118,RE_WIND_Offshore_Lim_6,8,8,8
119,RE_WIND_Offshore_Lim_7,8,8,8
120,RE_WIND_Offshore_Lim_8,8,8,8
121,RE_WIND_Offshore_Lim_9,8,8,8
122,HYDRO,8,8,8
123,PP_CO2,8,8,8
124,BESS,8,8,8
125,EL_to_HTH,8,8,8
126,EL_to_NH3,8,8,8
127,NH3_Storage,8,8,8
128,NH3_to_EL,8,8,8
129,NH3_to_HTH,8,8,8
130,FF_to_HTH,8,8,8
131,EL_Demand,8,8,8
132,HTH_Demand,8,8,8
133,EL_Transport,4,9,0
134,NH3_Transport,4,9,0
135,EL_Transport,4,7,0
136,NH3_Transport,4,7,0
137,EL_Transport,4,8,0
138,NH3_Transport,4,8,0
139,EL_Transport,9,7,0
140,NH3_Transport,9,7,0
141,EL_Transport,9,8,0
142,NH3_Transport,9,8,0
143,EL_Transport,7,8,0
144,NH3_Transport,7,8,0
