Type,sizing_constant,sizing_constant_unit,usage_constant,usage_constant_unit,lifespan,lifespan_units,conversion_factor,conversion_factor_unit,set_size,set_number,loc_name
0,1,G$/mtkm,0.000005,G$/mtkm,219000,h,1999999.984,mtkm/GWh,24,0,SG
