region,group,scenario,2022,2030,2040,2050
USA,0,high,0.27148933045561047,0.1473412602990975,0.11420940153561182,0.08107514124981927
USA,1,high,0.27995645764072113,0.15193649499385836,0.11777132983281041,0.08360368825150423
USA,2,high,0.2894358172558647,0.15708108314463112,0.12175908134691084,0.08643451927703853
USA,3,high,0.3120618004133619,0.16936053762020048,0.13127731910320098,0.09319134017063206
USA,4,high,0.3261968286100817,0.17703182571602635,0.1372236047576928,0.09741249834909858
USA,5,high,0.3421223726885432,0.18567485316587898,0.14392311981884723,0.10216836014843507
USA,6,high,0.35389865726866,0.19206601634257991,0.14887713555107362,0.1056851242663083
USA,7,high,0.36170683401095666,0.19630362892174,0.15216185834782547,0.10801688821159071
USA,8,high,0.37376027568471387,0.20284520933734235,0.15723246778095853,0.11161642004072325
USA,9,high,0.3991529522033061,0.21662618906991177,0.1679145906611104,0.1191994614516054
