region,group,scenario,2022,2030,2040,2050
SAU,0,high,5724.168510251116,3513.8885328214683,3280.8574258714916,3047.4241459032655
SAU,1,high,5892.100374091894,3616.9766668602706,3377.109047663513,3136.827456762899
SAU,2,high,6063.475816478423,3722.17870637584,3475.334386725229,3228.064054743602
SAU,3,high,6057.737693534237,3718.6562516512136,3472.045531193061,3225.009201557332
SAU,4,high,7067.892286401215,4338.75865323067,4051.0245027852893,3762.79377094677
SAU,5,high,6479.458153439663,3977.5372900874595,3713.75831446365,3449.524100102979
SAU,6,high,7600.25257902417,4665.558034525482,4356.151477325471,4046.210935754885
SAU,7,high,8155.751070509104,5006.561234506915,4674.540313640294,4341.946379764338
SAU,8,high,7325.097343263492,4496.648816365022,4198.443838758209,3899.7242088482285
SAU,9,high,8104.793379307188,4975.27989705976,4645.3334656438265,4314.817601443063
