region,group,scenario,2022,2030,2040,2050
COL,0,high,6383.283976,3236.118558,3033.861148,2831.603738
COL,1,high,7696.535005,3901.894362,3658.025964,3414.157566
COL,2,high,7214.660059,3657.599347,3428.999388,3200.399429
COL,3,high,9323.012601,4726.465907,4431.061788,4135.657669
COL,4,high,9868.957477,5003.242305,4690.539661,4377.837016
COL,5,high,11499.81491,5830.034288,5465.657145,5101.280001
COL,6,high,12126.60601,6147.797105,5763.559785,5379.322466
COL,7,high,11406.84206,5782.900059,5421.468806,5060.037552
COL,8,high,9622.213172,4878.150922,4573.266489,4268.382056
COL,9,high,10098.94896,5119.840552,4799.850517,4479.860483
