region,group,scenario,2022,2030,2040,2050
FRA,0,high,7007000.0,7007000.0,7007000.0,7007000.0
FRA,1,high,13301000.0,13301000.0,13301000.0,13301000.0
FRA,2,high,32606000.0,32606000.0,32606000.0,32606000.0
FRA,3,high,47844000.0,47844000.0,47844000.0,47844000.0
FRA,4,high,48666000.0,48666000.0,48666000.0,48666000.0
FRA,5,high,53310000.0,53310000.0,53310000.0,53310000.0
FRA,6,high,52966000.0,52966000.0,52966000.0,52966000.0
FRA,7,high,91829000.0,91829000.0,91829000.0,91829000.0
FRA,8,high,127491000.0,127491000.0,127491000.0,127491000.0
FRA,9,high,115919000.0,115919000.0,115919000.0,115919000.0
