region,group,scenario,2022,2030,2040,2050
NGA,0,high,3304000,3304000,3304000,3304000
NGA,1,high,13181000,13181000,13181000,13181000
NGA,2,high,16478000,16478000,16478000,16478000
NGA,3,high,4403000,4403000,4403000,4403000
NGA,4,high,20405000,20405000,20405000,20405000
NGA,5,high,11172000,11172000,11172000,11172000
NGA,6,high,21959000,21959000,21959000,21959000
NGA,7,high,14021000,14021000,14021000,14021000
NGA,8,high,33313000,33313000,33313000,33313000
NGA,9,high,28371000,28371000,28371000,28371000
