region,group,scenario,2022,2030,2040,2050
PER,0,high,8124.157795,4118.685289,3861.267458,3603.849627
PER,1,high,8573.20062,4346.33548,4074.689512,3803.043545
PER,2,high,8582.021961,4350.807615,4078.882139,3806.956663
PER,3,high,8995.556104,4560.456053,4275.427549,3990.399046
PER,4,high,9758.395465,4947.19094,4637.991506,4328.792073
PER,5,high,9996.727916,5068.017786,4751.266674,4434.515562
PER,6,high,10704.18833,5426.677338,5087.510004,4748.342671
PER,7,high,11397.06579,5777.943804,5416.822316,5055.700828
PER,8,high,11774.42788,5969.254183,5596.175797,5223.09741
PER,9,high,10181.94212,5161.9154,4839.295687,4516.675975
