Type,sizing_constant_1,sizing_constant_1_unit,usage_constant_1,usage_constant_1_unit,conversion_factor_1,sizing_constant_2,sizing_constant_2_unit,usage_constant_2,usage_constant_2_unit,conversion_factor_2,conversion_factor_2_unit,lifespan,lifespan_units,existing_capacity,existing_capacity_unit,existing_capacity_decay_rate,interest_rate,construction_delay,construction_delay_unit,location_names
0,1.50E-05,G$/Ggp,1.93E-06,G$/Gg,0,1.50E-05,G$/(Gg*Mm),1.56E-06,G$/(Gg*Mm),1.21E-03,(Mm)^-1,262800,h,0,Ggp,0,0.1,2,years,SG-ID
