region,group,scenario,2022,2030,2040,2050
PER,0,high,1833.689413,1833.689413,1685.88538,1414.978946
PER,1,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,2,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,3,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,4,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,5,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,6,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,7,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,8,high,1834.075648,1834.075648,1686.240483,1415.276988
PER,9,high,1834.075648,1834.075648,1686.240483,1415.276988
