region,group,scenario,2022,2030,2040,2050
COL,0,high,85720500,85720500,85720500,85720500
COL,1,high,121244000,121244000,121244000,121244000
COL,2,high,208449500,208449500,208449500,208449500
COL,3,high,143125500,143125500,143125500,143125500
COL,4,high,171132500,171132500,171132500,171132500
COL,5,high,107425500,107425500,107425500,107425500
COL,6,high,85732500,85732500,85732500,85732500
COL,7,high,47148500,47148500,47148500,47148500
COL,8,high,47736500,47736500,47736500,47736500
COL,9,high,71225000,71225000,71225000,71225000
