Type,maximum_budget,maximum_budget_unit,case_study
1878,2.42E+05,MtCO2e,CN-IN-JP-KR
1879,2.77E+05,MtCO2e,CN-IN-JP-KR
1880,3.12E+05,MtCO2e,CN-IN-JP-KR
1881,3.41E+05,MtCO2e,CN-IN-JP-KR
1882,0,MtCO2e,CN-RU
1883,2.39E+04,MtCO2e,CN-RU
1884,4.78E+04,MtCO2e,CN-RU
1885,7.17E+04,MtCO2e,CN-RU
1886,9.56E+04,MtCO2e,CN-RU
1887,1.20E+05,MtCO2e,CN-RU
1888,1.43E+05,MtCO2e,CN-RU
1889,1.67E+05,MtCO2e,CN-RU
1890,1.91E+05,MtCO2e,CN-RU
1891,2.15E+05,MtCO2e,CN-RU
1892,2.39E+05,MtCO2e,CN-RU
1893,0,MtCO2e,CN-SA
1894,2.28E+04,MtCO2e,CN-SA
1895,4.55E+04,MtCO2e,CN-SA
1896,6.83E+04,MtCO2e,CN-SA
1897,9.11E+04,MtCO2e,CN-SA
1898,1.14E+05,MtCO2e,CN-SA
1899,1.37E+05,MtCO2e,CN-SA
1900,1.59E+05,MtCO2e,CN-SA
1901,1.82E+05,MtCO2e,CN-SA
1902,2.05E+05,MtCO2e,CN-SA
1903,2.28E+05,MtCO2e,CN-SA
1904,0,MtCO2e,IN-RU
1905,1.29E+04,MtCO2e,IN-RU
1906,2.58E+04,MtCO2e,IN-RU
1907,3.88E+04,MtCO2e,IN-RU
1908,5.17E+04,MtCO2e,IN-RU
1909,6.46E+04,MtCO2e,IN-RU
1910,7.75E+04,MtCO2e,IN-RU
1911,9.05E+04,MtCO2e,IN-RU
1912,1.03E+05,MtCO2e,IN-RU
1913,1.16E+05,MtCO2e,IN-RU
1914,1.29E+05,MtCO2e,IN-RU
1915,0,MtCO2e,IN-SA
1916,1.18E+04,MtCO2e,IN-SA
1917,2.36E+04,MtCO2e,IN-SA
1918,3.54E+04,MtCO2e,IN-SA
1919,4.71E+04,MtCO2e,IN-SA
1920,5.89E+04,MtCO2e,IN-SA
1921,7.07E+04,MtCO2e,IN-SA
1922,8.25E+04,MtCO2e,IN-SA
1923,9.43E+04,MtCO2e,IN-SA
1924,1.06E+05,MtCO2e,IN-SA
1925,1.17E+05,MtCO2e,IN-SA
1926,0,MtCO2e,RU-SA
1927,3.88E+03,MtCO2e,RU-SA
1928,7.76E+03,MtCO2e,RU-SA
1929,1.16E+04,MtCO2e,RU-SA
1930,1.55E+04,MtCO2e,RU-SA
1931,1.94E+04,MtCO2e,RU-SA
1932,2.33E+04,MtCO2e,RU-SA
1933,2.72E+04,MtCO2e,RU-SA
1934,3.10E+04,MtCO2e,RU-SA
1935,3.49E+04,MtCO2e,RU-SA
1936,3.86E+04,MtCO2e,RU-SA
1937,0,MtCO2e,CN-IN-RU
1938,3.43E+04,MtCO2e,CN-IN-RU
1939,6.86E+04,MtCO2e,CN-IN-RU
1940,1.03E+05,MtCO2e,CN-IN-RU
1941,1.37E+05,MtCO2e,CN-IN-RU
1942,1.72E+05,MtCO2e,CN-IN-RU
1943,2.06E+05,MtCO2e,CN-IN-RU
1944,2.40E+05,MtCO2e,CN-IN-RU
1945,2.75E+05,MtCO2e,CN-IN-RU
1946,3.09E+05,MtCO2e,CN-IN-RU
1947,3.43E+05,MtCO2e,CN-IN-RU
1948,0,MtCO2e,CN-IN-SA
1949,3.32E+04,MtCO2e,CN-IN-SA
1950,6.64E+04,MtCO2e,CN-IN-SA
1951,9.95E+04,MtCO2e,CN-IN-SA
1952,1.33E+05,MtCO2e,CN-IN-SA
1953,1.66E+05,MtCO2e,CN-IN-SA
1954,1.99E+05,MtCO2e,CN-IN-SA
1955,2.32E+05,MtCO2e,CN-IN-SA
1956,2.65E+05,MtCO2e,CN-IN-SA
1957,2.99E+05,MtCO2e,CN-IN-SA
1958,3.32E+05,MtCO2e,CN-IN-SA
1959,0,MtCO2e,CN-RU-SA
1960,2.53E+04,MtCO2e,CN-RU-SA
1961,5.05E+04,MtCO2e,CN-RU-SA
1962,7.58E+04,MtCO2e,CN-RU-SA
1963,1.01E+05,MtCO2e,CN-RU-SA
1964,1.26E+05,MtCO2e,CN-RU-SA
1965,1.52E+05,MtCO2e,CN-RU-SA
1966,1.77E+05,MtCO2e,CN-RU-SA
1967,2.02E+05,MtCO2e,CN-RU-SA
1968,2.27E+05,MtCO2e,CN-RU-SA
1969,2.53E+05,MtCO2e,CN-RU-SA
1970,0,MtCO2e,IN-RU-SA
1971,1.43E+04,MtCO2e,IN-RU-SA
1972,2.86E+04,MtCO2e,IN-RU-SA
1973,4.29E+04,MtCO2e,IN-RU-SA
1974,5.72E+04,MtCO2e,IN-RU-SA
1975,7.15E+04,MtCO2e,IN-RU-SA
1976,8.58E+04,MtCO2e,IN-RU-SA
1977,1.00E+05,MtCO2e,IN-RU-SA
1978,1.14E+05,MtCO2e,IN-RU-SA
1979,1.29E+05,MtCO2e,IN-RU-SA
1980,1.42E+05,MtCO2e,IN-RU-SA
1981,0,MtCO2e,CN-IN-RU-SA
1982,3.57E+04,MtCO2e,CN-IN-RU-SA
1983,7.14E+04,MtCO2e,CN-IN-RU-SA
1984,1.07E+05,MtCO2e,CN-IN-RU-SA
1985,1.43E+05,MtCO2e,CN-IN-RU-SA
1986,1.78E+05,MtCO2e,CN-IN-RU-SA
1987,2.14E+05,MtCO2e,CN-IN-RU-SA
1988,2.50E+05,MtCO2e,CN-IN-RU-SA
1989,2.86E+05,MtCO2e,CN-IN-RU-SA
1990,3.21E+05,MtCO2e,CN-IN-RU-SA
1991,3.57E+05,MtCO2e,CN-IN-RU-SA
1992,0,MtCO2e,DE-EG
1993,1.78E+03,MtCO2e,DE-EG
1994,2.78E+03,MtCO2e,DE-EG
1995,3.55E+03,MtCO2e,DE-EG
1996,5.33E+03,MtCO2e,DE-EG
1997,5.55E+03,MtCO2e,DE-EG
1998,7.11E+03,MtCO2e,DE-EG
1999,8.33E+03,MtCO2e,DE-EG
2000,8.88E+03,MtCO2e,DE-EG
2001,1.07E+04,MtCO2e,DE-EG
2002,1.11E+04,MtCO2e,DE-EG
2003,0,MtCO2e,EG-FR
2004,261.280629,MtCO2e,EG-FR
2005,522.561258,MtCO2e,EG-FR
2006,783.841887,MtCO2e,EG-FR
2007,890.08168,MtCO2e,EG-FR
2008,1.05E+03,MtCO2e,EG-FR
2009,1.31E+03,MtCO2e,EG-FR
2010,1.57E+03,MtCO2e,EG-FR
2011,1.78E+03,MtCO2e,EG-FR
2012,1.83E+03,MtCO2e,EG-FR
2013,2.09E+03,MtCO2e,EG-FR
2014,0,MtCO2e,EG-TR
2015,1.56E+03,MtCO2e,EG-TR
2016,1.80E+03,MtCO2e,EG-TR
2017,3.12E+03,MtCO2e,EG-TR
2018,3.59E+03,MtCO2e,EG-TR
2019,4.68E+03,MtCO2e,EG-TR
2020,5.39E+03,MtCO2e,EG-TR
2021,6.24E+03,MtCO2e,EG-TR
2022,7.18E+03,MtCO2e,EG-TR
2023,7.80E+03,MtCO2e,EG-TR
2024,8.98E+03,MtCO2e,EG-TR
2025,0,MtCO2e,DE-EG-FR
2026,1.93E+03,MtCO2e,DE-EG-FR
2027,3.13E+03,MtCO2e,DE-EG-FR
2028,3.85E+03,MtCO2e,DE-EG-FR
2029,5.78E+03,MtCO2e,DE-EG-FR
2030,6.26E+03,MtCO2e,DE-EG-FR
2031,7.70E+03,MtCO2e,DE-EG-FR
2032,9.39E+03,MtCO2e,DE-EG-FR
2033,9.63E+03,MtCO2e,DE-EG-FR
2034,1.16E+04,MtCO2e,DE-EG-FR
2035,1.25E+04,MtCO2e,DE-EG-FR
2036,0,MtCO2e,DE-EG-TR
2037,2.59E+03,MtCO2e,DE-EG-TR
2038,5.19E+03,MtCO2e,DE-EG-TR
2039,6.47E+03,MtCO2e,DE-EG-TR
2040,7.78E+03,MtCO2e,DE-EG-TR
2041,1.04E+04,MtCO2e,DE-EG-TR
2042,1.29E+04,MtCO2e,DE-EG-TR
2043,1.30E+04,MtCO2e,DE-EG-TR
2044,1.56E+04,MtCO2e,DE-EG-TR
2045,1.82E+04,MtCO2e,DE-EG-TR
2046,1.94E+04,MtCO2e,DE-EG-TR
2047,0,MtCO2e,EG-FR-TR
2048,1.71E+03,MtCO2e,EG-FR-TR
2049,2.60E+03,MtCO2e,EG-FR-TR
2050,3.42E+03,MtCO2e,EG-FR-TR
2051,5.12E+03,MtCO2e,EG-FR-TR
2052,5.19E+03,MtCO2e,EG-FR-TR
2053,6.83E+03,MtCO2e,EG-FR-TR
2054,7.79E+03,MtCO2e,EG-FR-TR
2055,8.54E+03,MtCO2e,EG-FR-TR
2056,1.02E+04,MtCO2e,EG-FR-TR
2057,1.04E+04,MtCO2e,EG-FR-TR
2058,0,MtCO2e,DE-EG-FR-TR
2059,2.74E+03,MtCO2e,DE-EG-FR-TR
2060,5.49E+03,MtCO2e,DE-EG-FR-TR
2061,6.94E+03,MtCO2e,DE-EG-FR-TR
2062,8.23E+03,MtCO2e,DE-EG-FR-TR
2063,1.10E+04,MtCO2e,DE-EG-FR-TR
2064,1.37E+04,MtCO2e,DE-EG-FR-TR
2065,1.39E+04,MtCO2e,DE-EG-FR-TR
2066,1.65E+04,MtCO2e,DE-EG-FR-TR
2067,1.92E+04,MtCO2e,DE-EG-FR-TR
2068,2.08E+04,MtCO2e,DE-EG-FR-TR
2069,0,MtCO2e,BR-US
2070,7.44E+03,MtCO2e,BR-US
2071,1.49E+04,MtCO2e,BR-US
2072,2.23E+04,MtCO2e,BR-US
2073,2.98E+04,MtCO2e,BR-US
2074,3.72E+04,MtCO2e,BR-US
2075,4.46E+04,MtCO2e,BR-US
2076,5.21E+04,MtCO2e,BR-US
2077,5.95E+04,MtCO2e,BR-US
2078,6.70E+04,MtCO2e,BR-US
2079,6.77E+04,MtCO2e,BR-US
2080,0,MtCO2e,CO-US
2081,6.87E+03,MtCO2e,CO-US
2082,1.37E+04,MtCO2e,CO-US
2083,2.06E+04,MtCO2e,CO-US
2084,2.75E+04,MtCO2e,CO-US
2085,3.44E+04,MtCO2e,CO-US
2086,4.12E+04,MtCO2e,CO-US
2087,4.81E+04,MtCO2e,CO-US
2088,5.50E+04,MtCO2e,CO-US
2089,6.18E+04,MtCO2e,CO-US
2090,6.72E+04,MtCO2e,CO-US
2091,0,MtCO2e,PE-US
2092,6.83E+03,MtCO2e,PE-US
2093,1.37E+04,MtCO2e,PE-US
2094,2.05E+04,MtCO2e,PE-US
2095,2.73E+04,MtCO2e,PE-US
2096,3.42E+04,MtCO2e,PE-US
2097,4.10E+04,MtCO2e,PE-US
2098,4.78E+04,MtCO2e,PE-US
2099,5.46E+04,MtCO2e,PE-US
2100,6.15E+04,MtCO2e,PE-US
2101,6.72E+04,MtCO2e,PE-US
2102,0,MtCO2e,BR-CO-US
2103,7.57E+03,MtCO2e,BR-CO-US
2104,1.51E+04,MtCO2e,BR-CO-US
2105,2.27E+04,MtCO2e,BR-CO-US
2106,3.03E+04,MtCO2e,BR-CO-US
2107,3.39E+04,MtCO2e,BR-CO-US
2108,3.79E+04,MtCO2e,BR-CO-US
2109,4.54E+04,MtCO2e,BR-CO-US
2110,5.30E+04,MtCO2e,BR-CO-US
2111,6.06E+04,MtCO2e,BR-CO-US
2112,6.78E+04,MtCO2e,BR-CO-US
2113,0,MtCO2e,BR-PE-US
2114,7.53E+03,MtCO2e,BR-PE-US
2115,1.51E+04,MtCO2e,BR-PE-US
2116,2.26E+04,MtCO2e,BR-PE-US
2117,3.01E+04,MtCO2e,BR-PE-US
2118,3.77E+04,MtCO2e,BR-PE-US
2119,4.52E+04,MtCO2e,BR-PE-US
2120,5.27E+04,MtCO2e,BR-PE-US
2121,6.02E+04,MtCO2e,BR-PE-US
2122,6.78E+04,MtCO2e,BR-PE-US
2123,6.79E+04,MtCO2e,BR-PE-US
2124,0,MtCO2e,CO-PE-US
2125,6.96E+03,MtCO2e,CO-PE-US
2126,1.39E+04,MtCO2e,CO-PE-US
2127,2.09E+04,MtCO2e,CO-PE-US
2128,2.78E+04,MtCO2e,CO-PE-US
2129,3.48E+04,MtCO2e,CO-PE-US
2130,4.18E+04,MtCO2e,CO-PE-US
2131,4.87E+04,MtCO2e,CO-PE-US
2132,5.57E+04,MtCO2e,CO-PE-US
2133,6.26E+04,MtCO2e,CO-PE-US
2134,6.73E+04,MtCO2e,CO-PE-US
2135,0,MtCO2e,BR-CO-PE-US
2136,7.66E+03,MtCO2e,BR-CO-PE-US
2137,1.53E+04,MtCO2e,BR-CO-PE-US
2138,2.30E+04,MtCO2e,BR-CO-PE-US
2139,3.06E+04,MtCO2e,BR-CO-PE-US
2140,3.40E+04,MtCO2e,BR-CO-PE-US
2141,3.83E+04,MtCO2e,BR-CO-PE-US
2142,4.60E+04,MtCO2e,BR-CO-PE-US
2143,5.36E+04,MtCO2e,BR-CO-PE-US
2144,6.13E+04,MtCO2e,BR-CO-PE-US
2145,6.80E+04,MtCO2e,BR-CO-PE-US
2146,0,MtCO2e,ID-KR-TH
2147,428.563206,MtCO2e,ID-KR-TH
2148,857.126412,MtCO2e,ID-KR-TH
2149,1.29E+03,MtCO2e,ID-KR-TH
2150,1.30E+03,MtCO2e,ID-KR-TH
2151,1.71E+03,MtCO2e,ID-KR-TH
2152,2.14E+03,MtCO2e,ID-KR-TH
2153,2.57E+03,MtCO2e,ID-KR-TH
2154,2.61E+03,MtCO2e,ID-KR-TH
2155,3.00E+03,MtCO2e,ID-KR-TH
2156,3.43E+03,MtCO2e,ID-KR-TH
2157,0,MtCO2e,KR-MY-TH
2158,1.11E+03,MtCO2e,KR-MY-TH
2159,2.22E+03,MtCO2e,KR-MY-TH
2160,3.32E+03,MtCO2e,KR-MY-TH
2161,3.70E+03,MtCO2e,KR-MY-TH
2162,4.43E+03,MtCO2e,KR-MY-TH
2163,5.54E+03,MtCO2e,KR-MY-TH
2164,6.65E+03,MtCO2e,KR-MY-TH
2165,7.41E+03,MtCO2e,KR-MY-TH
2166,7.76E+03,MtCO2e,KR-MY-TH
2167,8.87E+03,MtCO2e,KR-MY-TH
2168,0,MtCO2e,ID-MY-TH
2169,1.11E+03,MtCO2e,ID-MY-TH
2170,2.22E+03,MtCO2e,ID-MY-TH
2171,3.32E+03,MtCO2e,ID-MY-TH
2172,3.70E+03,MtCO2e,ID-MY-TH
2173,4.43E+03,MtCO2e,ID-MY-TH
2174,5.54E+03,MtCO2e,ID-MY-TH
2175,6.65E+03,MtCO2e,ID-MY-TH
2176,7.41E+03,MtCO2e,ID-MY-TH
2177,7.76E+03,MtCO2e,ID-MY-TH
2178,8.87E+03,MtCO2e,ID-MY-TH
2179,0,MtCO2e,ID-KR-MY-TH
2180,1.11E+03,MtCO2e,ID-KR-MY-TH
2181,2.22E+03,MtCO2e,ID-KR-MY-TH
2182,3.32E+03,MtCO2e,ID-KR-MY-TH
2183,3.70E+03,MtCO2e,ID-KR-MY-TH
2184,4.43E+03,MtCO2e,ID-KR-MY-TH
2185,5.54E+03,MtCO2e,ID-KR-MY-TH
2186,6.65E+03,MtCO2e,ID-KR-MY-TH
2187,7.41E+03,MtCO2e,ID-KR-MY-TH
2188,7.76E+03,MtCO2e,ID-KR-MY-TH
2189,8.87E+03,MtCO2e,ID-KR-MY-TH
