region,group,scenario,2022,2030,2040,2050
KEN,0,high,103082500,103082500,103082500,103082500
KEN,1,high,101217500,101217500,101217500,101217500
KEN,2,high,97898500,97898500,97898500,97898500
KEN,3,high,111632500,111632500,111632500,111632500
KEN,4,high,145257000,145257000,145257000,145257000
KEN,5,high,193441500,193441500,193441500,193441500
KEN,6,high,170019500,170019500,170019500,170019500
KEN,7,high,178706500,178706500,178706500,178706500
KEN,8,high,203192500,203192500,203192500,203192500
KEN,9,high,224983500,224983500,224983500,224983500
