region,group,scenario,2022,2030,2040,2050
SAU,0,high,2645358266.6666665,2645358266.6666665,2645358266.6666665,2645358266.6666665
SAU,1,high,4918897303.333334,4918897303.333334,4918897303.333334,4918897303.333334
SAU,2,high,3703623356.6666665,3703623356.6666665,3703623356.6666665,3703623356.6666665
SAU,3,high,4461247143.333334,4461247143.333334,4461247143.333334,4461247143.333334
SAU,4,high,5532746996.666667,5532746996.666667,5532746996.666667,5532746996.666667
SAU,5,high,7448921409.999999,7448921409.999999,7448921409.999999,7448921409.999999
SAU,6,high,6592040873.333334,6592040873.333334,6592040873.333334,6592040873.333334
SAU,7,high,7330468399.999998,7330468399.999998,7330468399.999998,7330468399.999998
SAU,8,high,5951461396.666666,5951461396.666666,5951461396.666666,5951461396.666666
SAU,9,high,5607906143.333333,5607906143.333333,5607906143.333333,5607906143.333333
