region,group,scenario,2022,2030,2040,2050
RUS,0,high,590060000.0,590060000.0,590060000.0,590060000.0
RUS,1,high,560297000.0,560297000.0,560297000.0,560297000.0
RUS,2,high,585304000.0,585304000.0,585304000.0,585304000.0
RUS,3,high,702798000.0,702798000.0,702798000.0,702798000.0
RUS,4,high,1242414000.0,1242414000.0,1242414000.0,1242414000.0
RUS,5,high,1509478000.0,1509478000.0,1509478000.0,1509478000.0
RUS,6,high,1679987000.0,1679987000.0,1679987000.0,1679987000.0
RUS,7,high,1763924000.0,1763924000.0,1763924000.0,1763924000.0
RUS,8,high,2910403000.0,2910403000.0,2910403000.0,2910403000.0
RUS,9,high,2982243000.0,2982243000.0,2982243000.0,2982243000.0
