region,group,scenario,2022,2030,2040,2050
AUS,0,high,0.04313931223273867,0.03655650452436104,0.03173772972270731,0.026919796604814146
AUS,1,high,0.046465962153462555,0.03937552704891659,0.03418515668900685,0.028995692918556394
AUS,2,high,0.04860675471544423,0.041189647138629056,0.03576014461088158,0.03033159044123182
AUS,3,high,0.050566908547550624,0.042850692916207724,0.03720223604253692,0.031554765771190395
AUS,4,high,0.053163472192448206,0.04505103607699769,0.03911253620506506,0.03317507359656723
AUS,5,high,0.055450787369555825,0.04698932028443844,0.04079532128263043,0.03460240417167354
AUS,6,high,0.05932279790572707,0.05027048457190529,0.04364397179466228,0.037018616454407426
AUS,7,high,0.06502764837722667,0.0551048080990638,0.047841048498067,0.040578557640421405
AUS,8,high,0.07164960229666296,0.06071629043123349,0.052712841135775505,0.044710789783482335
AUS,9,high,0.10033423254085613,0.0850238132226079,0.0738162151760115,0.06261057473350749
