region,group,scenario,2022,2030,2040,2050
KOR,0,high,26782000,26782000,26782000,26782000
KOR,1,high,34055000,34055000,34055000,34055000
KOR,2,high,36677000,36677000,36677000,36677000
KOR,3,high,14218000,14218000,14218000,14218000
KOR,4,high,54589000,54589000,54589000,54589000
KOR,5,high,12382000,12382000,12382000,12382000
KOR,6,high,17302000,17302000,17302000,17302000
KOR,7,high,56144000,56144000,56144000,56144000
KOR,8,high,31500000,31500000,31500000,31500000
KOR,9,high,22185000,22185000,22185000,22185000
