region,group,scenario,2022,2030,2040,2050
FRA,0,high,0.0480171191493358,0.04573739922431581,0.03924856671944703,0.03278076730868301
FRA,1,high,0.05220736183906515,0.04972870078805351,0.04267361642447068,0.03564140062055931
FRA,2,high,0.05561667406354039,0.05297614830372418,0.04546034375589554,0.03796890115980646
FRA,3,high,0.05831625746021537,0.0555475629520926,0.04766694800321775,0.03981187751333476
FRA,4,high,0.06083363088156133,0.057945418450475766,0.049724616193976466,0.0415304610896955
FRA,5,high,0.06423807111066113,0.06118822527962847,0.05250736121994619,0.04385463557045476
FRA,6,high,0.06979660078269717,0.0664828513466245,0.057050830852441795,0.047649383589191935
FRA,7,high,0.07775713060897371,0.07406543724831315,0.06355766407242432,0.05308395110411143
FRA,8,high,0.0924279429334058,0.08803972000652441,0.07554939465820108,0.06309955582085529
FRA,9,high,0.16730498391504964,0.15936180631207855,0.136752911045408,0.11421730092231197
