region,group,scenario,2022,2030,2040,2050
CHL,0,high,2700.0454550000004,1465.36,1135.8399999999997,806.3200000000002
CHL,1,high,2700.045455,1465.3600000000001,1135.8400000000001,806.3200000000003
CHL,2,high,2700.0454549999995,1465.3600000000004,1135.8400000000001,806.3200000000002
CHL,3,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.32
CHL,4,high,2700.0454550000004,1465.3599999999997,1135.84,806.32
CHL,5,high,2700.0454549999995,1465.3600000000001,1135.8399999999997,806.32
CHL,6,high,2700.0454549999995,1465.3599999999997,1135.84,806.32
CHL,7,high,2700.0454549999995,1465.36,1135.84,806.32
CHL,8,high,2700.045455,1465.36,1135.84,806.32
CHL,9,high,2700.045455,1465.36,1135.84,806.3199999999999
COL,0,high,2700.045455,1465.36,1135.8399999999997,806.3199999999999
COL,1,high,2700.045455,1465.3599999999997,1135.84,806.3199999999999
COL,2,high,2700.045455000001,1465.3600000000004,1135.8400000000001,806.3200000000003
COL,3,high,2700.0454550000004,1465.36,1135.8400000000001,806.32
COL,4,high,2700.045455000001,1465.36,1135.84,806.3200000000002
COL,5,high,2700.0454550000004,1465.3599999999997,1135.84,806.3199999999999
COL,6,high,2700.045455,1465.3600000000001,1135.84,806.3200000000002
COL,7,high,2700.0454550000004,1465.3599999999997,1135.84,806.3200000000002
COL,8,high,2700.0454550000004,1465.36,1135.84,806.3199999999999
COL,9,high,2700.045455,1465.3599999999997,1135.8399999999997,806.32
EGY,0,high,2700.045455,1465.3599999999997,1135.84,806.3200000000002
EGY,1,high,2700.045455,1465.3599999999997,1135.84,806.3199999999997
EGY,2,high,2700.045454999999,1465.36,1135.8399999999997,806.3199999999999
EGY,3,high,2700.045455000001,1465.3600000000004,1135.8400000000001,806.3200000000002
EGY,4,high,2700.045455,1465.36,1135.84,806.3200000000002
EGY,5,high,2700.045455,1465.3600000000004,1135.84,806.3200000000002
EGY,6,high,2700.045455,1465.3600000000001,1135.8399999999997,806.32
EGY,7,high,2700.045455,1465.36,1135.8399999999997,806.3200000000002
EGY,8,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.3199999999999
EGY,9,high,2700.0454549999995,1465.36,1135.8399999999997,806.32
KEN,0,high,2700.0454550000004,1465.36,1135.84,806.3199999999999
KEN,1,high,2700.045455,1465.36,1135.8399999999997,806.3199999999999
KEN,2,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.32
KEN,3,high,2700.045455,1465.3600000000001,1135.84,806.32
KEN,4,high,2700.0454549999995,1465.36,1135.84,806.3200000000002
KEN,5,high,2700.045455,1465.3599999999997,1135.8399999999997,806.32
KEN,6,high,2700.0454550000004,1465.36,1135.8400000000001,806.3200000000002
KEN,7,high,2700.0454550000004,1465.3599999999997,1135.8400000000001,806.3200000000002
KEN,8,high,2700.045454999999,1465.3599999999994,1135.8399999999997,806.3199999999998
KEN,9,high,2700.045455,1465.36,1135.8399999999997,806.32
KOR,0,high,2302.8688719999996,1249.7987199999998,968.7582056,687.7101661
KOR,1,high,2302.868872,1249.7987199999998,968.7582055999999,687.7101661
KOR,2,high,2302.868872,1249.79872,968.7582056,687.7101661
KOR,3,high,2302.8688720000005,1249.7987200000002,968.7582056000001,687.7101661000003
KOR,4,high,2302.868872,1249.79872,968.7582056,687.7101661000002
KOR,5,high,2302.868872,1249.7987200000002,968.7582055999999,687.7101661000002
KOR,6,high,2302.868872,1249.7987199999998,968.7582055999999,687.7101661
KOR,7,high,2302.868872,1249.7987200000002,968.7582056000001,687.7101661000002
KOR,8,high,2302.868872,1249.79872,968.7582056,687.7101661
KOR,9,high,2302.8688720000005,1249.79872,968.7582056000001,687.7101661
MAR,0,high,2700.045455,1465.36,1135.8400000000001,806.3200000000002
MAR,1,high,2700.0454549999995,1465.3600000000001,1135.84,806.3200000000003
MAR,2,high,2700.0454549999995,1465.3599999999997,1135.84,806.32
MAR,3,high,2700.045455,1465.3600000000001,1135.8399999999997,806.32
MAR,4,high,2700.0454549999995,1465.3599999999994,1135.8399999999997,806.3199999999998
MAR,5,high,2700.045455,1465.36,1135.8399999999997,806.32
MAR,6,high,2700.045454999999,1465.3599999999992,1135.8399999999997,806.3199999999999
MAR,7,high,2700.045455,1465.3599999999997,1135.8399999999997,806.32
MAR,8,high,2700.0454549999995,1465.36,1135.8399999999995,806.32
MAR,9,high,2700.045455,1465.36,1135.8399999999997,806.3199999999998
NGA,0,high,2700.045455,1465.3599999999994,1135.8399999999997,806.3199999999999
NGA,1,high,2700.045455,1465.36,1135.84,806.3200000000002
NGA,2,high,2700.045455,1465.3599999999997,1135.84,806.3199999999999
NGA,3,high,2700.045455,1465.36,1135.84,806.32
NGA,4,high,2700.0454550000004,1465.36,1135.8400000000001,806.3200000000002
NGA,5,high,2700.0454549999995,1465.3599999999997,1135.84,806.3199999999999
NGA,6,high,2700.0454550000004,1465.36,1135.84,806.3200000000002
NGA,7,high,2700.0454549999995,1465.36,1135.8400000000001,806.32
NGA,8,high,2700.0454549999995,1465.3599999999997,1135.84,806.32
NGA,9,high,2700.045455,1465.3599999999997,1135.84,806.32
PER,0,high,2700.0454549999995,1465.36,1135.8399999999997,806.3200000000002
PER,1,high,2700.0454550000004,1465.3599999999997,1135.84,806.3199999999999
PER,2,high,2700.045455,1465.36,1135.84,806.3200000000002
PER,3,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.3199999999999
PER,4,high,2700.0454550000004,1465.3600000000001,1135.84,806.3200000000003
PER,5,high,2700.045455,1465.36,1135.8399999999997,806.32
PER,6,high,2700.045455,1465.3599999999994,1135.8399999999997,806.32
PER,7,high,2700.0454550000004,1465.36,1135.84,806.3199999999999
PER,8,high,2700.045455,1465.36,1135.8400000000001,806.3200000000003
PER,9,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.32
ZAF,0,high,2283.6071359706525,2065.4622806743596,1772.0916421562786,1479.6949198723387
ZAF,1,high,2284.474390492347,2066.2466894604086,1772.7646364140176,1480.2568694691117
ZAF,2,high,2284.4743904907036,2066.2466894598956,1772.764636412459,1480.256869469445
ZAF,3,high,2284.4743904917937,2066.246689461158,1772.764636414255,1480.2568694691067
ZAF,4,high,2284.474390490844,2066.246689460241,1772.764636413723,1480.25686947038
ZAF,5,high,2284.474390492437,2066.246689461078,1772.7646364122515,1480.2568694705892
ZAF,6,high,2284.474390491532,2066.2466894604713,1772.764636413781,1480.2568694694978
ZAF,7,high,2284.4743904922952,2066.246689460842,1772.7646364125685,1480.2568694703139
ZAF,8,high,2284.4743904922275,2066.2466894603335,1772.764636413993,1480.2568694690772
