region,group,scenario,2022,2030,2040,2050
ZAF,0,high,199134000,199134000,199134000,199134000
ZAF,1,high,244219500,244219500,244219500,244219500
ZAF,2,high,304402000,304402000,304402000,304402000
ZAF,3,high,262748500,262748500,262748500,262748500
ZAF,4,high,435095500,435095500,435095500,435095500
ZAF,5,high,423808000,423808000,423808000,423808000
ZAF,6,high,433632500,433632500,433632500,433632500
ZAF,7,high,511798000,511798000,511798000,511798000
ZAF,8,high,395759000,395759000,395759000,395759000
ZAF,9,high,389672500,389672500,389672500,389672500
