region,group,scenario,2022,2030,2040,2050
FRA,0,high,2156.6128306290907,2054.222822073005,1762.7871907040912,1472.2962274330973
FRA,1,high,2163.607549210207,2060.8854507744554,1768.5045824130614,1477.0714460688644
FRA,2,high,2163.6529804662705,2060.928725080307,1768.5417173290596,1477.1024614954022
FRA,3,high,2163.657093224028,2060.9326425756917,1768.5450790436541,1477.105269230708
FRA,4,high,2163.6389935611055,2060.915402234576,1768.5302846152367,1477.0929127867462
FRA,5,high,2163.6570932240184,2060.9326425757163,1768.5450790437221,1477.1052692306391
FRA,6,high,2163.6570932241834,2060.9326425757117,1768.5450790435928,1477.1052692306
FRA,7,high,2163.657093224106,2060.932642575719,1768.5450790435982,1477.105269230649
FRA,8,high,2163.6570932241066,2060.9326425756503,1768.5450790437076,1477.1052692306785
FRA,9,high,2163.657093224172,2060.9326425756335,1768.545079043717,1477.1052692306814
