Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,15,15,566
1,RE_PV_Openfield_Lim,15,15,15
2,RE_PV_Rooftop_Lim,15,15,15
3,RE_WIND_Onshore_Lim_0,15,15,15
4,RE_WIND_Onshore_Lim_1,15,15,15
5,RE_WIND_Onshore_Lim_2,15,15,15
6,RE_WIND_Onshore_Lim_3,15,15,15
7,RE_WIND_Onshore_Lim_4,15,15,15
8,RE_WIND_Onshore_Lim_5,15,15,15
9,RE_WIND_Onshore_Lim_6,15,15,15
10,RE_WIND_Onshore_Lim_7,15,15,15
11,RE_WIND_Onshore_Lim_8,15,15,15
12,RE_WIND_Onshore_Lim_9,15,15,15
13,RE_WIND_Offshore_Lim_0,15,15,15
14,RE_WIND_Offshore_Lim_1,15,15,15
15,RE_WIND_Offshore_Lim_2,15,15,15
16,RE_WIND_Offshore_Lim_3,15,15,15
17,RE_WIND_Offshore_Lim_4,15,15,15
18,RE_WIND_Offshore_Lim_5,15,15,15
19,RE_WIND_Offshore_Lim_6,15,15,15
20,RE_WIND_Offshore_Lim_7,15,15,15
21,RE_WIND_Offshore_Lim_8,15,15,15
22,RE_WIND_Offshore_Lim_9,15,15,15
23,HYDRO,15,15,15
24,PP_CO2,15,15,15
25,BESS,15,15,15
26,EL_to_HTH,15,15,15
27,EL_to_NH3,15,15,15
28,NH3_Storage,15,15,15
29,NH3_to_EL,15,15,15
30,NH3_to_HTH,15,15,15
31,FF_to_HTH,15,15,15
32,EL_Demand,15,15,15
33,HTH_Demand,15,15,15
34,RE_PV_Openfield_Lim,19,19,19
35,RE_PV_Rooftop_Lim,19,19,19
36,RE_WIND_Onshore_Lim_0,19,19,19
37,RE_WIND_Onshore_Lim_1,19,19,19
38,RE_WIND_Onshore_Lim_2,19,19,19
39,RE_WIND_Onshore_Lim_3,19,19,19
40,RE_WIND_Onshore_Lim_4,19,19,19
41,RE_WIND_Onshore_Lim_5,19,19,19
42,RE_WIND_Onshore_Lim_6,19,19,19
43,RE_WIND_Onshore_Lim_7,19,19,19
44,RE_WIND_Onshore_Lim_8,19,19,19
45,RE_WIND_Onshore_Lim_9,19,19,19
46,RE_WIND_Offshore_Lim_0,19,19,19
47,RE_WIND_Offshore_Lim_1,19,19,19
48,RE_WIND_Offshore_Lim_2,19,19,19
49,RE_WIND_Offshore_Lim_3,19,19,19
50,RE_WIND_Offshore_Lim_4,19,19,19
51,RE_WIND_Offshore_Lim_5,19,19,19
52,RE_WIND_Offshore_Lim_6,19,19,19
53,RE_WIND_Offshore_Lim_7,19,19,19
54,RE_WIND_Offshore_Lim_8,19,19,19
55,RE_WIND_Offshore_Lim_9,19,19,19
56,HYDRO,19,19,19
57,PP_CO2,19,19,19
58,BESS,19,19,19
59,EL_to_HTH,19,19,19
60,EL_to_NH3,19,19,19
61,NH3_Storage,19,19,19
62,NH3_to_EL,19,19,19
63,NH3_to_HTH,19,19,19
64,FF_to_HTH,19,19,19
65,EL_Demand,19,19,19
66,HTH_Demand,19,19,19
