Type,sizing_constant,sizing_constant_unit,usage_constant,usage_constant_unit,lifespan,lifespan_units,conversion_factor,conversion_factor_unit,CO2_emissions_factor,CO2_emissions_factor_unit,loc_name
0,0.3,G$/mtkm,0.000007,G$/mtkm,219000,h,2.00E+06,million tonne-km/GWh,0.000026,MtCO2e/GWh,SG
