region,group,scenario,2022,2030,2040,2050
DEU,0,high,47964000.0,47964000.0,47964000.0,47964000.0
DEU,1,high,38192000.0,38192000.0,38192000.0,38192000.0
DEU,2,high,19628000.0,19628000.0,19628000.0,19628000.0
DEU,3,high,49994000.0,49994000.0,49994000.0,49994000.0
DEU,4,high,35892500.0,35892500.0,35892500.0,35892500.0
DEU,5,high,41818000.0,41818000.0,41818000.0,41818000.0
DEU,6,high,55370000.0,55370000.0,55370000.0,55370000.0
DEU,7,high,49731500.0,49731500.0,49731500.0,49731500.0
DEU,8,high,74595500.0,74595500.0,74595500.0,74595500.0
DEU,9,high,147714000.0,147714000.0,147714000.0,147714000.0
