region,group,scenario,2022,2030,2040,2050
DEU,0,high,0.04619690376426336,0.04382351244588686,0.03761824349908901,0.03143229012978354
DEU,1,high,0.05070942101551943,0.048104196643507846,0.04129279653012799,0.034502598741393685
DEU,2,high,0.05472853305733979,0.05191682459547901,0.04456556858019545,0.03723719533702796
DEU,3,high,0.059993952356810515,0.05691173008482999,0.04885321145650169,0.040819777146416304
DEU,4,high,0.06497175087564694,0.06163379146921452,0.052906644078882126,0.044206662294609504
DEU,5,high,0.07166288663773557,0.06798116645441456,0.05835525110389292,0.04875929901773166
DEU,6,high,0.0775716019852855,0.07358631830385305,0.06316673141099693,0.05277957829978551
DEU,7,high,0.08533585871349937,0.08095168207581101,0.06948918327231265,0.058062364595782776
DEU,8,high,0.09478130255475749,0.08991186104898442,0.0771806296123216,0.06448902757601158
DEU,9,high,0.1207896174967361,0.11458398451796088,0.09835925945039374,0.08218503822673971
