Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,CO2_Budget,0,0,0,720,1,0
1,RE_PV_Openfield_BAU,0,0,0,720,1,0
2,RE_WIND_Onshore_BAU_0,0,0,0,720,1,0
3,RE_WIND_Onshore_BAU_1,0,0,0,720,1,0
4,RE_WIND_Onshore_BAU_2,0,0,0,720,1,0
5,RE_WIND_Onshore_BAU_3,0,0,0,720,1,0
6,RE_WIND_Onshore_BAU_4,0,0,0,720,1,0
7,RE_WIND_Onshore_BAU_5,0,0,0,720,1,0
8,RE_WIND_Onshore_BAU_6,0,0,0,720,1,0
9,RE_WIND_Onshore_BAU_7,0,0,0,720,1,0
10,RE_WIND_Onshore_BAU_8,0,0,0,720,1,0
11,RE_WIND_Onshore_BAU_9,0,0,0,720,1,0
12,HYDRO,0,0,0,720,1,0
13,PP_CO2,0,0,0,720,1,0
14,FF_to_HTH,0,0,0,720,1,0
15,EL_Demand,0,0,0,720,1,0
16,HTH_Demand,0,0,0,720,1,0
