region,group,scenario,2022,2030,2040,2050
IND,0,high,25610355.884742074,25610355.884742074,25610355.884742074,25610355.884742074
IND,1,high,87049393.16757673,87049393.16757673,87049393.16757673,87049393.16757673
IND,2,high,78931671.08755161,78931671.08755161,78931671.08755161,78931671.08755161
IND,3,high,110191024.47129288,110191024.47129288,110191024.47129288,110191024.47129288
IND,4,high,184563934.50036365,184563934.50036365,184563934.50036365,184563934.50036365
IND,5,high,153100738.5123932,153100738.5123932,153100738.5123932,153100738.5123932
IND,6,high,126289453.27128756,126289453.27128756,126289453.27128756,126289453.27128756
IND,7,high,145201681.1346438,145201681.1346438,145201681.1346438,145201681.1346438
IND,8,high,84470207.71085897,84470207.71085897,84470207.71085897,84470207.71085897
IND,9,high,76692039.2711576,76692039.2711576,76692039.2711576,76692039.2711576
