region,group,scenario,2022,2030,2040,2050
BRA,0,high,19479116.229266945,19479116.229266945,19479116.229266945,19479116.229266945
BRA,1,high,22887942.56790083,22887942.56790083,22887942.56790083,22887942.56790083
BRA,2,high,10846838.569114631,10846838.569114631,10846838.569114631,10846838.569114631
BRA,3,high,14963258.663827937,14963258.663827937,14963258.663827937,14963258.663827937
BRA,4,high,21951540.196751475,21951540.196751475,21951540.196751475,21951540.196751475
BRA,5,high,13889007.540336335,13889007.540336335,13889007.540336335,13889007.540336335
BRA,6,high,25731763.224852905,25731763.224852905,25731763.224852905,25731763.224852905
BRA,7,high,50662624.665369004,50662624.665369004,50662624.665369004,50662624.665369004
BRA,8,high,13396254.281276966,13396254.281276966,13396254.281276966,13396254.281276966
BRA,9,high,15638111.360127015,15638111.360127015,15638111.360127015,15638111.360127015
