region,group,scenario,2022,2030,2040,2050
CHN,0,high,2946.3057944836282,2803.579209848653,2604.859515758956,2405.6795530387035
CHN,1,high,3443.8639131480286,3277.034341285009,3044.7558097800174,2811.939281665799
CHN,2,high,3091.8265677978407,2942.0505848935272,2733.5159409738226,2524.498295329425
CHN,3,high,3404.3903819726856,3239.4730088701176,3009.8568513978666,2779.70886382778
CHN,4,high,3770.7684176671783,3588.1027559050117,3333.775473297457,3078.8591254207854
CHN,5,high,3830.341575163914,3644.7900373595094,3386.4447198093817,3127.501030537406
CHN,6,high,4636.452700708741,4411.851079236594,4099.135927920253,3785.6964750941092
CHN,7,high,5031.992429361732,4788.229852274009,4448.836705066861,4108.657465571288
CHN,8,high,5721.970186279857,5444.783322784595,5058.8531972908695,4672.029191947149
CHN,9,high,6196.735551258096,5896.549839790832,5478.598181342348,5059.678475723955
