region,group,scenario,2022,2030,2040,2050
CHL,0,high,0.024069064898170255,0.021983399365702948,0.01912763895837032,0.01627191094623722
CHL,1,high,0.02693978447269253,0.02460536142117365,0.021408994208543065,0.018212663254890297
CHL,2,high,0.03089955133013861,0.028222001144843495,0.024555813211648826,0.02088966686698839
CHL,3,high,0.03526677286852261,0.032210788229135236,0.028026435655472214,0.023842130548303978
CHL,4,high,0.04751897244022863,0.043401293445379414,0.03776323477272002,0.032125240057119094
CHL,5,high,0.062288794020702754,0.05689126024456452,0.049500783192905455,0.042110389977403705
CHL,6,high,0.08640940426777093,0.07892173838109116,0.06866938513957153,0.058417148198784824
CHL,7,high,0.12046400976155228,0.11002539762080493,0.09573251374513217,0.08143979200519907
CHL,8,high,0.1952961465954867,0.17837307778075712,0.15520146702182028,0.13203011911719978
CHL,9,high,0.47649544984007586,0.4352055143850224,0.3786700051874522,0.3221351373178766
