region,group,scenario,2022,2030,2040,2050
RUS,0,high,2549.649407217538,1890.8396722118814,1630.5293074014317,1370.6187891744823
RUS,1,high,2581.109387778055,1914.1706365247294,1650.6483167713448,1387.5307772860317
RUS,2,high,2595.5305189733167,1924.865458684957,1659.8707914351808,1395.2831660340432
RUS,3,high,2596.09245022721,1925.2821912373297,1660.2301527566656,1395.5852442463658
RUS,4,high,2596.0052223728503,1925.2175023896862,1660.1743695677044,1395.5383530408826
RUS,5,high,2596.320692201696,1925.451457247546,1660.376116051581,1395.7079406218438
RUS,6,high,2596.318528758692,1925.4498528242932,1660.3747325044758,1395.706777616471
RUS,7,high,2596.3212059501857,1925.4518382480387,1660.3764445982565,1395.7082167987176
RUS,8,high,2596.321385133403,1925.4519711319367,1660.3765591889096,1395.7083131212294
RUS,9,high,2596.3213851343844,1925.4519711319956,1660.3765591889448,1395.70831312117
