region,group,scenario,2022,2030,2040,2050
USA,0,high,2064.6522328203987,1592.3181849465934,1392.0126269469008,1191.1726683083314
USA,1,high,2063.8268257035797,1591.6816076381044,1391.4561278376582,1190.696461040802
USA,2,high,2064.6704679367654,1592.3322483836712,1392.0249212751255,1191.1831888077763
USA,3,high,2064.6864874446196,1592.3446030809866,1392.0357218132592,1191.1924310419365
USA,4,high,2064.688081981314,1592.3458328340228,1392.0367968700516,1191.1933509885487
USA,5,high,2064.6884657185446,1592.3461287824355,1392.0370555900417,1191.1935723798022
USA,6,high,2064.688465718435,1592.3461287832406,1392.0370555900474,1191.1935723804438
USA,7,high,2064.6884657187697,1592.3461287818393,1392.03705558969,1191.193572379858
USA,8,high,2064.6884657189566,1592.3461287823632,1392.0370555901086,1191.193572380214
USA,9,high,2064.688465719332,1592.3461287824323,1392.037055590035,1191.1935723800582
