region,group,scenario,2022,2030,2040,2050
USA,0,high,0.042885366767155216,0.03307440753745984,0.028913814686152294,0.024742121676161636
USA,1,high,0.04652158891619121,0.035878764881700956,0.031365398088615694,0.02683998996166499
USA,2,high,0.04923042657074488,0.0379678970797763,0.03319172804363021,0.028402816536376045
USA,3,high,0.05239870113138205,0.04041136001150386,0.035327815721707005,0.030230708906013
USA,4,high,0.05606209672008187,0.04323667428080774,0.037797719774266665,0.032344254533257955
USA,5,high,0.06151747047388551,0.04744401278352257,0.04147579641559847,0.035491657281109215
USA,6,high,0.06806087580940472,0.052490472008758636,0.04588743664511546,0.03926678486406539
USA,7,high,0.07730499689209373,0.059619799587428315,0.05211993094491779,0.04460005319913327
USA,8,high,0.0917094199868413,0.07072889799771837,0.061831561074695,0.05291048670481397
USA,9,high,0.14500306068200652,0.11183046070737508,0.09776275549298774,0.08365751866573205
