country_1,country_2,country_3,country_4,Mitigation_Cost($/tCO2e),BAU_Emissions(MtCO2e),Mitigation_Potential(MtCO2e),Mitigation_Potential_at_Average_0($/tCO2e),Mitigation_Potential_at_Average_10($/tCO2e),Mitigation_Potential_at_Average_20($/tCO2e),Mitigation_Potential_at_Average_50($/tCO2e)
KR,ID,PH,,,1150.2996508368096,1150.2996508366834,1059.5376778036455,1104.91866430366,1150.2996508366834,1150.2996508366834
KR,LA,,,45.21418891740683,302.3979589200967,302.39795892004963,205.57290958838522,237.84792605428413,270.122942481042,302.39795892004963
KR,MY,,,53.07448709419685,459.583148697395,459.58314869733783,307.7867114981535,358.38552389807217,390.3857179647338,424.9844333310309
KR,MY,ID,,,1163.1938441197426,1163.1938441195907,989.2407760537001,1105.209488086624,1105.209488086624,1163.1938441195907
KR,MY,PH,,,604.3010443246691,604.3010443245175,492.74433339149067,535.1172263920307,567.1154740250518,604.3010443245175
KR,PH,,,,446.68895541446204,446.6889554143485,376.0819444812831,399.6176147817236,423.15328510130416,446.6889554143485
KR,TH,,,,564.6735231732018,564.6735231730851,520.1931351405176,542.4333291502958,542.4333291502958,564.6735231730851
KR,TH,LA,,22.720440588081704,565.1004223061104,565.1004223060564,520.1154570065496,542.607939656292,542.607939656292,565.1004223060564
KR,TH,VN,,,819.6305553174229,819.6305553173155,754.2182947843854,786.9244250441616,786.9244250441616,819.6305553173155
KR,VN,LA,,30.84191272363639,557.3549910643177,557.3549910642391,489.8210267646523,507.90779326449524,532.6313921645822,557.3549910642391
LA,,,,1045.741510921744,0.4268991329086323,0.4268991329086323,-0.14976058138295506,-0.14976058138295506,-0.14976058138295506,-0.14976058138295506
LA,BN,,,,7.0207257343223315,7.020725734204119,0.0,0.0,0.0,0.0
LA,KH,,,122.14567700580588,17.025909576258467,17.025909576258467,0.0,0.0,0.0,10.754195317385477
LA,MY,,,,158.03898804311564,158.03898804298083,0.0,109.25518354388058,141.7777198767115,158.03898804298083
LA,TH,,,19.114174100528306,263.12936251892245,263.12936251892245,246.1551452842334,254.64225390996103,263.12936251892245,263.12936251892245
MA,,,,,67.94054850503647,67.94009408103294,67.94009408103294,67.94009408103294,67.94009408103294,67.94009408103294
MA,KE,,,,79.66812893592288,79.66812893580354,79.66812893580354,79.66812893580354,79.66812893580354,79.66812893580354
MA,KE,EG,NG,,598.0699833436674,598.069983343498,598.069983343498,598.069983343498,598.069983343498,598.069983343498
MY,,,,39.749834415994954,157.612088910207,157.612088910207,0.0,119.64316557648243,138.62762717054017,157.612088910207
MY,BN,,,36.692524106253465,164.2059155116207,164.20591551155903,0.0,124.91711314578578,144.56151432186098,164.20591551155903
MY,BN,PH,,,308.92381113889473,308.9238111387248,194.2355910068812,270.69440443913044,287.10256983252776,308.9238111387248
MY,BN,PH,TH,,571.6262745249085,571.6262745247591,509.16134619184305,540.3938103584912,540.3938103584912,571.6262745247591
MY,BN,TH,,,426.9083788976345,426.90837889748684,379.50250769791637,403.20544330445,403.20544330445,426.90837889748684
MY,PH,,,32.74928357953555,302.32998453748104,302.32998453748104,175.25342061118872,264.7605173069965,281.15055600616427,302.32998453748104
MY,PH,TH,,,565.0324479234948,565.0324479233891,503.85114505737073,534.4417964937056,534.4417964937056,565.0324479233891
MY,TH,,,21.065226829517194,420.31455229622077,420.31455229612095,374.19230659691834,397.2534294397969,397.2534294397969,420.31455229612095
MY,VN,LA,,,412.9960201873367,412.9960201870656,335.29812062141445,387.09672033095654,387.09672033095654,412.9960201870656
NG,,,,,271.2341327484581,271.2340714409006,262.34281809613697,271.2340714409006,271.2340714409006,271.2340714409006
NG,KE,,,-19.902576874487725,282.9617131793445,282.9617131792588,282.9617131792588,282.9617131792588,282.9617131792588,282.9617131792588
NG,MA,,,,339.17468125349455,339.17421808897984,339.17421808897984,339.17421808897984,339.17421808897984,339.17421808897984
NG,MA,KE,,,350.90226168438096,350.9017680598282,350.9017680598282,350.9017680598282,350.9017680598282,350.9017680598282
PE,,,,,14.097994244052098,14.097962109791485,0.0,0.0,0.0,0.0
PE,CL,,,,50.98779633387069,50.987529277222976,50.987529277222976,50.987529277222976,50.987529277222976,50.987529277222976
PH,,,,41.40470048115588,144.71789562727403,144.71789562727403,111.77620813408683,126.13289013187688,131.54122065517672,144.71789562727403
PH,TH,,,17.563765712860143,407.4203590132878,407.42035901321634,377.77404401359263,392.5972015133273,407.42035901321634,407.42035901321634
SG,,,,,37.55439246315897,2.7270641108178637,0.07715866685687445,0.07715866685687445,0.07715866685687445,2.7270641108178637
SG,BN,,,,44.14821906457267,17.4751073088667,4.1385514442674705,8.584070080462588,13.029588685658801,17.4751073088667
SG,BN,TH,,,306.8506824505865,306.8477054740545,291.4401339050415,291.4401339050415,306.8477054740545,306.8477054740545
SG,ID,,,24.627694537388685,741.1650878855065,741.1650878855065,682.2166707243279,711.6908792460879,711.6908792460879,741.1650878855065
SG,ID,BN,,,747.7589144869203,747.7451979764334,687.6830107241065,717.7058242508998,717.7058242508998,747.7451979764334
SG,ID,BN,TH,,1010.461377872934,1010.440960062279,972.1863582000053,972.1863582000053,1010.440960062279,1010.440960062279
SG,ID,KH,,21.875599307550836,757.7640983288563,757.76409832878,696.5722103290668,727.1681543289874,727.1681543289874,757.76409832878
SG,ID,KH,VN,,1012.7211304730774,1012.7211304728588,971.6592502065137,971.6592502065137,1012.7211304728588,1012.7211304728588
SG,ID,MY,,21.131895337518177,898.7771767957136,898.7771767957136,804.1077579267903,851.4424669858604,851.4424669858604,898.7771767957136
SG,ID,MY,PH,15.586669034172601,1043.4950724229875,1043.4950724229875,933.7665994577599,988.6308342758865,1043.4950724229875,1043.4950724229875
SG,ID,PH,,16.15519388183578,885.8829835127806,885.8829835127806,813.7578917481834,849.8204373279672,885.8829835127806,885.8829835127806
SG,ID,VN,,,996.1221200297275,996.122120029515,956.1819750299503,956.1819750299503,996.122120029515,996.122120029515
SG,KH,,,,54.1534029065088,54.15340290637915,47.89263238326639,47.89263238326639,47.89263238326639,54.15340290637915
SG,KH,VN,,,309.11043505072985,309.1104350505828,271.91133735093786,290.510886194126,290.510886194126,309.1104350505828
SG,LA,,,48.558114762958134,37.9812915960676,37.98129159602992,24.64255674613998,29.088801696118427,33.53504664610253,37.98129159602992
SG,MY,,,34.544560810022986,195.16648137336597,195.16648137336597,126.85635884301455,168.5575274026344,172.39644048305038,195.16648137336597
SG,MY,LA,,34.59482571065364,195.5933805062746,195.59338050617652,114.5555331073645,168.58076470639682,172.1626738163921,195.59338050617652
SG,MY,PH,,32.24611769194818,339.88437700064003,339.88437700064003,247.0086421007493,298.52933058604236,308.9257986990627,339.88437700064003
SG,MY,VN,,,450.123513517587,450.1235135173472,392.0945247512859,419.1560478044848,419.1560478044848,450.1235135173472
SG,MY,VN,LA,,450.5504126504957,450.550412650177,391.86075808404746,419.2946170806943,419.2946170806943,450.550412650177
SG,PH,,,37.29098567722487,182.272288090433,182.272288090433,137.53111880468705,159.90170342577184,167.2385931017833,182.272288090433
SG,VN,,,,292.51142460738004,292.51142460721684,257.8762931741867,275.19385889419846,275.19385889419846,292.51142460721684
SG,VN,LA,,,292.9383237402887,292.93832374010395,257.72653260705886,275.3324281703333,275.3324281703333,292.93832374010395
TH,,,,19.129189592872777,262.7024633860138,262.7024633860138,254.46764341028933,254.46764341028933,262.7024633860138,262.7024633860138
TH,VN,LA,,22.763921936187277,518.0863946631434,518.0863946631434,480.1803049911609,499.13334980529424,499.13334980529424,518.0863946631434
TH,VN,LA,KR,,820.0574544503315,820.0574544502102,754.14061665051,787.0990355505003,787.0990355505003,820.0574544502102
VN,,,,35.47188712666604,254.95703214422105,254.95703214422105,213.09328735438257,234.02515967724113,244.49109592011985,254.95703214422105
VN,ID,,,,958.5677275665687,958.5677275664178,888.0613050668362,923.3145163001295,958.5677275664178,958.5677275664178
VN,KH,,,32.25069333636504,271.55604258757086,271.55604258757086,233.82190343448377,248.38069963253614,259.96837111158385,271.55604258757086
VN,KR,,,,556.9280919314091,556.9280919312773,490.05479339873364,507.9854713984094,532.4567816584378,556.9280919312773
VN,LA,,,33.59405388807835,255.38393127712968,255.38393127712968,212.51103185540347,233.94748155213406,244.66570642153417,255.38393127712968
VN,MY,,,,412.569121054428,412.56912105423584,335.73621105543134,386.95815105487134,386.95815105487134,412.56912105423584
VN,TH,,,22.010506434653273,517.6594955302348,517.6594955302348,480.2579831338827,498.9587393245453,498.9587393245453,517.6594955302348
ZA,,,,,232.32730411450223,232.32562590069583,232.32562590069583,232.32562590069583,232.32562590069583,232.32562590069583
ZA,EG,,,,479.4950257737888,479.49354927549,479.49354927549,479.49354927549,479.49354927549,479.49354927549
ZA,EG,KE,,,491.22260620467523,491.2226062045743,491.2226062045743,491.2226062045743,491.2226062045743,491.2226062045743
ZA,EG,NG,,,750.729158522247,750.7291585220584,750.7291585220584,750.7291585220584,750.7291585220584,750.7291585220584
ZA,KE,,,,244.05488454538863,244.05488454520489,244.05488454520489,244.05488454520489,244.05488454520489,244.05488454520489
ZA,NG,,,,503.5614368629603,503.56143686285446,503.56143686285446,503.56143686285446,503.56143686285446,503.56143686285446
ZA,NG,KE,,,515.2890172938467,515.2890172937002,515.2890172937002,515.2890172937002,515.2890172937002,515.2890172937002
