region,group,scenario,2022,2030,2040,2050
JPN,0,high,11078000.0,11078000.0,11078000.0,11078000.0
JPN,1,high,14408500.0,14408500.0,14408500.0,14408500.0
JPN,2,high,19337500.0,19337500.0,19337500.0,19337500.0
JPN,3,high,30369500.0,30369500.0,30369500.0,30369500.0
JPN,4,high,29193500.0,29193500.0,29193500.0,29193500.0
JPN,5,high,37240000.0,37240000.0,37240000.0,37240000.0
JPN,6,high,45367000.0,45367000.0,45367000.0,45367000.0
JPN,7,high,43732500.0,43732500.0,43732500.0,43732500.0
JPN,8,high,46483500.0,46483500.0,46483500.0,46483500.0
JPN,9,high,51229500.0,51229500.0,51229500.0,51229500.0
