Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,CO2_Budget,14,14,0,720,1,0
1,RE_PV_Openfield_Lim,14,14,0,720,1,0
2,RE_PV_Rooftop_Lim,14,14,0,720,1,0
3,RE_WIND_Onshore_Lim,14,14,0,720,1,0
4,RE_WIND_Offshore_Lim,14,14,0,720,1,0
5,PP_CO2,14,14,0,720,1,0
6,BESS,14,14,0,720,1,0
7,EL_to_HTH,14,14,0,720,1,0
8,EL_to_NH3,14,14,0,720,1,0
9,NH3_Storage,14,14,0,720,1,0
10,NH3_to_EL,14,14,0,720,1,0
11,NH3_to_HTH,14,14,0,720,1,0
12,FF_to_HTH,14,14,0,720,1,0
13,EL_Demand,14,14,0,720,1,0
14,HTH_Demand,14,14,0,720,1,0
15,RE_PV_Openfield_Lim,29,29,0,720,1,0
16,RE_PV_Rooftop_Lim,29,29,0,720,1,0
17,RE_WIND_Onshore_Lim_0,29,29,0,720,1,0
18,RE_WIND_Onshore_Lim_1,29,29,0,720,1,0
19,RE_WIND_Onshore_Lim_2,29,29,0,720,1,0
20,RE_WIND_Onshore_Lim_3,29,29,0,720,1,0
21,RE_WIND_Onshore_Lim_4,29,29,0,720,1,0
22,RE_WIND_Onshore_Lim_5,29,29,0,720,1,0
23,RE_WIND_Onshore_Lim_6,29,29,0,720,1,0
24,RE_WIND_Onshore_Lim_7,29,29,0,720,1,0
25,RE_WIND_Onshore_Lim_8,29,29,0,720,1,0
26,RE_WIND_Onshore_Lim_9,29,29,0,720,1,0
27,RE_WIND_Offshore_Lim_0,29,29,0,720,1,0
28,RE_WIND_Offshore_Lim_1,29,29,0,720,1,0
29,RE_WIND_Offshore_Lim_2,29,29,0,720,1,0
30,RE_WIND_Offshore_Lim_3,29,29,0,720,1,0
31,RE_WIND_Offshore_Lim_4,29,29,0,720,1,0
32,RE_WIND_Offshore_Lim_5,29,29,0,720,1,0
33,RE_WIND_Offshore_Lim_6,29,29,0,720,1,0
34,RE_WIND_Offshore_Lim_7,29,29,0,720,1,0
35,RE_WIND_Offshore_Lim_8,29,29,0,720,1,0
36,RE_WIND_Offshore_Lim_9,29,29,0,720,1,0
37,HYDRO,29,29,0,720,1,0
38,PP_CO2,29,29,0,720,1,0
39,BESS,29,29,0,720,1,0
40,EL_to_HTH,29,29,0,720,1,0
41,EL_to_NH3,29,29,0,720,1,0
42,NH3_Storage,29,29,0,720,1,0
43,NH3_to_EL,29,29,0,720,1,0
44,NH3_to_HTH,29,29,0,720,1,0
45,FF_to_HTH,29,29,0,720,1,0
46,EL_Demand,29,29,0,720,1,0
47,HTH_Demand,29,29,0,720,1,0
