region,group,scenario,2022,2030,2040,2050
DEU,0,high,4422000.0,4422000.0,4422000.0,4422000.0
DEU,1,high,2874000.0,2874000.0,2874000.0,2874000.0
DEU,2,high,4380000.0,4380000.0,4380000.0,4380000.0
DEU,3,high,529000.0,529000.0,529000.0,529000.0
DEU,4,high,5954000.0,5954000.0,5954000.0,5954000.0
DEU,5,high,1290000.0,1290000.0,1290000.0,1290000.0
DEU,6,high,8314000.0,8314000.0,8314000.0,8314000.0
DEU,7,high,8061000.0,8061000.0,8061000.0,8061000.0
DEU,8,high,14510000.0,14510000.0,14510000.0,14510000.0
DEU,9,high,35407000.0,35407000.0,35407000.0,35407000.0
