region,group,scenario,2022,2030,2040,2050
CHL,0,high,105417.99149604721,105417.99149604721,105417.99149604721,105417.99149604721
CHL,1,high,384485.55854336545,384485.55854336545,384485.55854336545,384485.55854336545
CHL,2,high,7162367.268766336,7162367.268766336,7162367.268766336,7162367.268766336
CHL,3,high,3439498.108323848,3439498.108323848,3439498.108323848,3439498.108323848
CHL,4,high,4040038.1457040887,4040038.1457040887,4040038.1457040887,4040038.1457040887
CHL,5,high,871510.6154120454,871510.6154120454,871510.6154120454,871510.6154120454
CHL,6,high,764164.0517568861,764164.0517568861,764164.0517568861,764164.0517568861
CHL,7,high,901094.553309259,901094.553309259,901094.553309259,901094.553309259
CHL,8,high,43967.422917858145,43967.422917858145,43967.422917858145,43967.422917858145
CHL,9,high,3561.1381506425814,3561.1381506425814,3561.1381506425814,3561.1381506425814
COL,0,high,5039344.6316761635,5039344.6316761635,5039344.6316761635,5039344.6316761635
COL,1,high,7710131.145989798,7710131.145989798,7710131.145989798,7710131.145989798
COL,2,high,5918990.592100687,5918990.592100687,5918990.592100687,5918990.592100687
COL,3,high,2223562.2176308427,2223562.2176308427,2223562.2176308427,2223562.2176308427
COL,4,high,5448096.408549279,5448096.408549279,5448096.408549279,5448096.408549279
COL,5,high,1547538.0777766602,1547538.0777766602,1547538.0777766602,1547538.0777766602
COL,6,high,6336977.938680717,6336977.938680717,6336977.938680717,6336977.938680717
COL,7,high,382705.4811647417,382705.4811647417,382705.4811647417,382705.4811647417
COL,8,high,814945.1786788836,814945.1786788836,814945.1786788836,814945.1786788836
COL,9,high,2411757.540978321,2411757.540978321,2411757.540978321,2411757.540978321
EGY,0,high,59974.57029625403,59974.57029625403,59974.57029625403,59974.57029625403
EGY,1,high,214018.2953903154,214018.2953903154,214018.2953903154,214018.2953903154
EGY,2,high,71087.97689669656,71087.97689669656,71087.97689669656,71087.97689669656
EGY,3,high,214021.29236787139,214021.29236787139,214021.29236787139,214021.29236787139
EGY,4,high,293656.4515177777,293656.4515177777,293656.4515177777,293656.4515177777
EGY,5,high,1677016.0143144908,1677016.0143144908,1677016.0143144908,1677016.0143144908
EGY,6,high,7079734.890450281,7079734.890450281,7079734.890450281,7079734.890450281
EGY,7,high,854126.2110168032,854126.2110168032,854126.2110168032,854126.2110168032
EGY,8,high,10954059.540540975,10954059.540540975,10954059.540540975,10954059.540540975
EGY,9,high,49660622.16129976,49660622.16129976,49660622.16129976,49660622.16129976
KEN,0,high,1537133.0818945712,1537133.0818945712,1537133.0818945712,1537133.0818945712
KEN,1,high,1603504.80413373,1603504.80413373,1603504.80413373,1603504.80413373
KEN,2,high,4533373.998567134,4533373.998567134,4533373.998567134,4533373.998567134
KEN,3,high,12164409.445176393,12164409.445176393,12164409.445176393,12164409.445176393
KEN,4,high,7801700.914850018,7801700.914850018,7801700.914850018,7801700.914850018
KEN,5,high,2563786.43969506,2563786.43969506,2563786.43969506,2563786.43969506
KEN,6,high,9495290.50347088,9495290.50347088,9495290.50347088,9495290.50347088
KEN,7,high,9062021.160922159,9062021.160922159,9062021.160922159,9062021.160922159
KEN,8,high,5393577.06304541,5393577.06304541,5393577.06304541,5393577.06304541
KEN,9,high,9421957.318748621,9421957.318748621,9421957.318748621,9421957.318748621
KOR,0,high,1074494.2922023726,1074494.2922023726,1074494.2922023726,1074494.2922023726
KOR,1,high,2539270.670367654,2539270.670367654,2539270.670367654,2539270.670367654
KOR,2,high,2753232.228710818,2753232.228710818,2753232.228710818,2753232.228710818
KOR,3,high,5051016.6475732345,5051016.6475732345,5051016.6475732345,5051016.6475732345
KOR,4,high,3169842.9360929634,3169842.9360929634,3169842.9360929634,3169842.9360929634
KOR,5,high,6784516.576515818,6784516.576515818,6784516.576515818,6784516.576515818
KOR,6,high,10097725.550842788,10097725.550842788,10097725.550842788,10097725.550842788
KOR,7,high,5345870.134944074,5345870.134944074,5345870.134944074,5345870.134944074
KOR,8,high,2159529.8299950026,2159529.8299950026,2159529.8299950026,2159529.8299950026
KOR,9,high,2869902.4050366473,2869902.4050366473,2869902.4050366473,2869902.4050366473
MAR,0,high,401369.0139483049,401369.0139483049,401369.0139483049,401369.0139483049
MAR,1,high,430227.2846630789,430227.2846630789,430227.2846630789,430227.2846630789
