region,scenario,group,2021,2030,2040,2050
LAO,high,0,2122.568681,1407.791208,1236.890318,1066.235642
LAO,high,1,2396.680945,1589.595849,1396.624516,1203.931194
LAO,high,2,2849.914319,1890.202357,1660.738454,1431.605136
LAO,high,3,3097.179311,2054.200575,1804.827867,1555.814425
LAO,high,4,3596.518953,2385.387012,2095.809437,1806.649052
LAO,high,5,3824.412395,2536.537072,2228.610413,1921.127379
LAO,high,6,3934.662179,2609.660113,2292.856574,1976.50945
LAO,high,7,4625.038053,3067.551108,2695.161217,2323.307822
LAO,high,8,5081.171486,3370.081077,2960.965114,2552.438558
LAO,high,9,5098.437078,3381.532461,2971.02634,2561.111629
LAO,low,0,1157.081688,872.6658955,787.1306313,699.653674
LAO,low,1,1306.509259,985.363509,888.7820699,790.008184
LAO,low,2,1553.581611,1171.704385,1056.858549,939.405656
LAO,low,3,1688.373855,1273.3641,1148.55398,1020.910609
LAO,low,4,1960.580243,1478.660955,1333.728449,1185.505902
LAO,low,5,2084.81242,1572.356314,1418.240159,1260.62549
LAO,low,6,2144.913188,1617.684047,1459.125046,1296.966677
LAO,low,7,2521.259682,1901.52291,1715.143145,1524.532467
LAO,low,8,2769.912951,2089.056107,1884.295079,1674.885873
LAO,low,9,2779.324991,2096.154626,1890.697829,1680.57706
LAO,medium,0,1451.048058,1173.159341,1030.741932,888.5297021
LAO,medium,1,1638.438965,1324.663208,1163.853764,1003.275996
LAO,medium,2,1948.282134,1575.168631,1383.948712,1193.00428
LAO,medium,3,2117.319485,1711.833813,1504.023223,1296.512021
LAO,medium,4,2458.682204,1987.82251,1746.507865,1505.540877
LAO,medium,5,2614.476615,2113.780894,1857.175345,1600.939483
LAO,medium,6,2689.846489,2174.716762,1910.713813,1647.091209
LAO,medium,7,3161.806987,2556.292591,2245.967682,1936.089852
LAO,medium,8,3473.632719,2808.400899,2467.470929,2127.032132
LAO,medium,9,3485.435967,2817.943719,2475.855285,2134.259692
